team,pitcher,pitcher_rest,date,season
BPH,diazyi01,5.0,2016-06-29,2016
BPH,montera01,5.0,2016-06-30,2016
BPH,richaly01,5.0,2016-07-01,2016
BPH,merriry01,5.0,2016-07-02,2016
BPH,smithaj01,5.0,2016-07-03,2016
BPH,diazyi01,5.0,2016-07-04,2016
BPH,montera01,5.0,2016-07-05,2016
BPH,richaly01,5.0,2016-07-06,2016
BPH,merriry01,5.0,2016-07-07,2016
BPH,smithaj01,5.0,2016-07-08,2016
BPH,diazyi01,5.0,2016-07-09,2016
BPH,montera01,5.0,2016-07-10,2016
BPH,richaly01,9.0,2016-07-15,2016
BPH,merriry01,9.0,2016-07-16,2016
BPH,smithaj01,9.0,2016-07-17,2016
BPH,montera01,8.0,2016-07-18,2016
BPH,richaly01,5.0,2016-07-20,2016
BPH,diazyi01,11.0,2016-07-20,2016
BPH,merriry01,5.0,2016-07-21,2016
BPH,smithaj01,,2016-07-22,2016
BPH,montera01,5.0,2016-07-23,2016
BPH,gagnodr01,,2016-07-24,2016
BPH,richaly01,6.0,2016-07-26,2016
BPH,diazyi01,6.0,2016-07-26,2016
BPH,merriry01,6.0,2016-07-27,2016
BPH,smithaj01,6.0,2016-07-28,2016
BPH,montera01,6.0,2016-07-29,2016
BPH,richaly01,4.0,2016-07-30,2016
BPH,,5.0,2016-07-31,2016
BPH,diazyi01,,2017-04-02,2017
BPH,merriry01,,2017-04-04,2017
BPH,howarsa01,,2017-04-06,2017
BPH,montera01,,2017-04-07,2017
BPH,smithaj01,,2017-04-08,2017
BPH,diazyi01,7.0,2017-04-09,2017
BPH,merriry01,,2017-04-10,2017
BPH,,5.0,2017-04-11,2017
BPH,montera01,5.0,2017-04-12,2017
BPH,,6.0,2017-04-14,2017
BPH,diazyi01,6.0,2017-04-15,2017
BPH,merriry01,6.0,2017-04-16,2017
BPH,howarsa01,6.0,2017-04-17,2017
BPH,montera01,6.0,2017-04-18,2017
BPH,smithaj01,5.0,2017-04-19,2017
BPH,diazyi01,5.0,2017-04-20,2017
BPH,merriry01,5.0,2017-04-21,2017
BPH,howarsa01,,2017-04-22,2017
BPH,montera01,5.0,2017-04-23,2017
BPH,smithaj01,6.0,2017-04-25,2017
BPH,merriry01,6.0,2017-04-27,2017
BPH,diazyi01,7.0,2017-04-27,2017
BPH,howarsa01,6.0,2017-04-28,2017
BPH,montera01,7.0,2017-04-30,2017
BPH,smithaj01,6.0,2017-05-01,2017
BPH,diazyi01,5.0,2017-05-02,2017
BPH,merriry01,7.0,2017-05-04,2017
BPH,howarsa01,,2017-05-05,2017
BPH,montera01,6.0,2017-05-06,2017
BPH,smithaj01,6.0,2017-05-07,2017
BPH,diazyi01,6.0,2017-05-08,2017
BPH,merriry01,5.0,2017-05-09,2017
BPH,howarsa01,5.0,2017-05-10,2017
BPH,montera01,6.0,2017-05-12,2017
BPH,diazyi01,5.0,2017-05-13,2017
BPH,merriry01,5.0,2017-05-14,2017
BPH,howarsa01,6.0,2017-05-16,2017
BPH,montera01,5.0,2017-05-17,2017
BPH,smithaj01,12.0,2017-05-19,2017
BPH,,7.0,2017-05-20,2017
BPH,merriry01,7.0,2017-05-21,2017
BPH,howarsa01,7.0,2017-05-23,2017
BPH,montera01,7.0,2017-05-24,2017
BPH,smithaj01,6.0,2017-05-25,2017
BPH,diazyi01,6.0,2017-05-26,2017
BPH,merriry01,6.0,2017-05-27,2017
BPH,howarsa01,5.0,2017-05-28,2017
BPH,montera01,5.0,2017-05-29,2017
BPH,smithaj01,5.0,2017-05-30,2017
BPH,diazyi01,5.0,2017-05-31,2017
BPH,merriry01,5.0,2017-06-01,2017
BPH,howarsa01,5.0,2017-06-02,2017
BPH,montera01,5.0,2017-06-03,2017
BPH,smithaj01,5.0,2017-06-04,2017
BPH,diazyi01,5.0,2017-06-05,2017
BPH,merriry01,5.0,2017-06-06,2017
BPH,howarsa01,5.0,2017-06-07,2017
BPH,montera01,5.0,2017-06-08,2017
BPH,smithaj01,5.0,2017-06-09,2017
BPH,diazyi01,5.0,2017-06-10,2017
BPH,,5.0,2017-06-11,2017
BPH,duplajo01,,2017-06-13,2017
BPH,,6.0,2017-06-13,2017
BPH,montera01,6.0,2017-06-14,2017
BPH,smithaj01,6.0,2017-06-15,2017
BPH,diazyi01,6.0,2017-06-16,2017
BPH,merriry01,6.0,2017-06-17,2017
BPH,howarsa01,5.0,2017-06-18,2017
BPH,montera01,6.0,2017-06-20,2017
BPH,smithaj01,6.0,2017-06-21,2017
BPH,diazyi01,6.0,2017-06-22,2017
BPH,,6.0,2017-06-23,2017
BPH,,6.0,2017-06-24,2017
BPH,montera01,5.0,2017-06-25,2017
BPH,smithaj01,5.0,2017-06-26,2017
BPH,diazyi01,5.0,2017-06-27,2017
BPH,merriry01,5.0,2017-06-28,2017
BPH,howarsa01,5.0,2017-06-29,2017
BPH,montera01,5.0,2017-06-30,2017
BPH,,5.0,2017-07-01,2017
BPH,diazyi01,,2017-07-02,2017
BPH,merriry01,5.0,2017-07-03,2017
BPH,howarsa01,5.0,2017-07-04,2017
BPH,montera01,5.0,2017-07-05,2017
BPH,smithaj01,5.0,2017-07-06,2017
BPH,,5.0,2017-07-07,2017
BPH,merriry01,5.0,2017-07-08,2017
BPH,howarsa01,5.0,2017-07-09,2017
BPH,montera01,9.0,2017-07-14,2017
BPH,howarsa01,6.0,2017-07-15,2017
BPH,diazyi01,,2017-07-16,2017
BPH,merriry01,9.0,2017-07-17,2017
BPH,smithaj01,12.0,2017-07-18,2017
BPH,montera01,5.0,2017-07-19,2017
BPH,howarsa01,5.0,2017-07-20,2017
BPH,,5.0,2017-07-21,2017
BPH,merriry01,5.0,2017-07-22,2017
BPH,,5.0,2017-07-23,2017
BPH,montera01,5.0,2017-07-24,2017
BPH,howarsa01,5.0,2017-07-25,2017
BPH,diazyi01,5.0,2017-07-26,2017
BPH,bendean01,,2017-07-27,2017
BPH,smithaj01,5.0,2017-07-28,2017
BPH,,5.0,2017-07-29,2017
BPH,howarsa01,5.0,2017-07-30,2017
BPH,diazyi01,,2018-03-29,2018
BPH,smithaj01,,2018-03-31,2018
BPH,bendean01,,2018-04-01,2018
BPH,syndeno01,,2018-04-02,2018
BPH,quintjo01,,2018-04-03,2018
BPH,diazyi01,6.0,2018-04-04,2018
BPH,merriry01,,2018-04-05,2018
BPH,smithaj01,7.0,2018-04-07,2018
BPH,bendean01,7.0,2018-04-08,2018
BPH,syndeno01,7.0,2018-04-09,2018
BPH,diazyi01,6.0,2018-04-10,2018
BPH,merriry01,6.0,2018-04-11,2018
BPH,smithaj01,5.0,2018-04-12,2018
BPH,bendean01,5.0,2018-04-13,2018
BPH,,5.0,2018-04-14,2018
BPH,diazyi01,5.0,2018-04-15,2018
BPH,merriry01,6.0,2018-04-17,2018
BPH,bendean01,6.0,2018-04-19,2018
BPH,smithaj01,,2018-04-20,2018
BPH,diazyi01,6.0,2018-04-21,2018
BPH,syndeno01,8.0,2018-04-22,2018
BPH,bendean01,,2018-04-24,2018
BPH,smithaj01,5.0,2018-04-25,2018
BPH,diazyi01,5.0,2018-04-26,2018
BPH,syndeno01,5.0,2018-04-27,2018
BPH,quintjo01,25.0,2018-04-28,2018
BPH,bendean01,5.0,2018-04-29,2018
BPH,smithaj01,6.0,2018-05-01,2018
BPH,diazyi01,6.0,2018-05-02,2018
BPH,syndeno01,7.0,2018-05-04,2018
BPH,bendean01,6.0,2018-05-05,2018
BPH,smithaj01,5.0,2018-05-06,2018
BPH,jimenub01,,2018-05-07,2018
BPH,diazyi01,6.0,2018-05-08,2018
BPH,syndeno01,6.0,2018-05-10,2018
BPH,bendean01,6.0,2018-05-11,2018
BPH,,6.0,2018-05-12,2018
BPH,merriry01,26.0,2018-05-13,2018
BPH,quintjo01,17.0,2018-05-15,2018
BPH,syndeno01,6.0,2018-05-16,2018
BPH,bendean01,6.0,2018-05-17,2018
BPH,smithaj01,6.0,2018-05-18,2018
BPH,jimenub01,12.0,2018-05-19,2018
BPH,quintjo01,5.0,2018-05-20,2018
BPH,syndeno01,5.0,2018-05-21,2018
BPH,bendean01,5.0,2018-05-22,2018
BPH,smithaj01,5.0,2018-05-23,2018
BPH,jimenub01,6.0,2018-05-25,2018
BPH,quintjo01,6.0,2018-05-26,2018
BPH,syndeno01,6.0,2018-05-27,2018
BPH,bendean01,6.0,2018-05-28,2018
BPH,smithaj01,6.0,2018-05-29,2018
BPH,crowewi01,,2018-05-30,2018
BPH,quintjo01,5.0,2018-05-31,2018
BPH,syndeno01,5.0,2018-06-01,2018
BPH,bendean01,5.0,2018-06-02,2018
BPH,smithaj01,5.0,2018-06-03,2018
BPH,diazyi01,28.0,2018-06-05,2018
BPH,quintjo01,6.0,2018-06-06,2018
BPH,syndeno01,,2018-06-07,2018
BPH,bendean01,6.0,2018-06-08,2018
BPH,smithaj01,6.0,2018-06-09,2018
BPH,diazyi01,5.0,2018-06-10,2018
BPH,quintjo01,5.0,2018-06-11,2018
BPH,syndeno01,5.0,2018-06-12,2018
BPH,bendean01,5.0,2018-06-13,2018
BPH,smithaj01,6.0,2018-06-15,2018
BPH,diazyi01,6.0,2018-06-16,2018
BPH,quintjo01,6.0,2018-06-17,2018
BPH,syndeno01,6.0,2018-06-18,2018
BPH,bendean01,6.0,2018-06-19,2018
BPH,smithaj01,5.0,2018-06-20,2018
BPH,diazyi01,5.0,2018-06-21,2018
BPH,quintjo01,5.0,2018-06-22,2018
BPH,syndeno01,,2018-06-23,2018
BPH,bendean01,5.0,2018-06-24,2018
BPH,jimenub01,31.0,2018-06-25,2018
BPH,diazyi01,5.0,2018-06-26,2018
BPH,quintjo01,5.0,2018-06-27,2018
BPH,syndeno01,6.0,2018-06-29,2018
BPH,bendean01,6.0,2018-06-30,2018
BPH,jimenub01,6.0,2018-07-01,2018
BPH,diazyi01,6.0,2018-07-02,2018
BPH,quintjo01,6.0,2018-07-03,2018
BPH,syndeno01,5.0,2018-07-04,2018
BPH,bendean01,5.0,2018-07-05,2018
BPH,jimenub01,5.0,2018-07-06,2018
BPH,diazyi01,5.0,2018-07-07,2018
BPH,quintjo01,5.0,2018-07-08,2018
BPH,syndeno01,6.0,2018-07-10,2018
BPH,bendean01,6.0,2018-07-11,2018
BPH,diazyi01,6.0,2018-07-13,2018
BPH,quintjo01,6.0,2018-07-14,2018
BPH,syndeno01,5.0,2018-07-15,2018
BPH,diazyi01,6.0,2018-07-19,2018
BPH,quintjo01,6.0,2018-07-20,2018
BPH,jimenub01,15.0,2018-07-21,2018
BPH,bendean01,10.0,2018-07-21,2018
BPH,syndeno01,7.0,2018-07-22,2018
BPH,harriky01,,2018-07-23,2018
BPH,gearrco01,,2018-07-24,2018
BPH,quintjo01,5.0,2018-07-25,2018
BPH,,6.0,2018-07-27,2018
BPH,syndeno01,6.0,2018-07-28,2018
BPH,jimenub01,8.0,2018-07-29,2018
BPH,diazyi01,11.0,2018-07-30,2018
BPH,quintjo01,6.0,2018-07-31,2018
BPH,syndeno01,,2019-03-28,2019
BPH,quintjo01,,2019-03-29,2019
BPH,,,2019-03-30,2019
BPH,,,2019-03-31,2019
BPH,merriry01,,2019-04-01,2019
BPH,syndeno01,6.0,2019-04-03,2019
BPH,quintjo01,7.0,2019-04-05,2019
BPH,smithaj01,6.0,2019-04-06,2019
BPH,,,2019-04-07,2019
BPH,syndeno01,5.0,2019-04-08,2019
BPH,kochma01,10.0,2019-04-09,2019
BPH,quintjo01,5.0,2019-04-10,2019
BPH,smithaj01,5.0,2019-04-11,2019
BPH,merriry01,6.0,2019-04-13,2019
BPH,syndeno01,6.0,2019-04-14,2019
BPH,kochma01,6.0,2019-04-15,2019
BPH,quintjo01,6.0,2019-04-16,2019
BPH,smithaj01,6.0,2019-04-17,2019
BPH,merriry01,6.0,2019-04-19,2019
BPH,syndeno01,6.0,2019-04-20,2019
BPH,,6.0,2019-04-21,2019
BPH,quintjo01,6.0,2019-04-22,2019
BPH,harriky01,,2019-04-23,2019
BPH,merriry01,,2019-04-24,2019
BPH,,6.0,2019-04-26,2019
BPH,kochma01,6.0,2019-04-27,2019
BPH,quintjo01,6.0,2019-04-28,2019
BPH,smithaj01,12.0,2019-04-29,2019
BPH,merriry01,,2019-04-30,2019
BPH,syndeno01,5.0,2019-05-01,2019
BPH,kochma01,5.0,2019-05-02,2019
BPH,quintjo01,5.0,2019-05-03,2019
BPH,smithaj01,5.0,2019-05-04,2019
BPH,merriry01,5.0,2019-05-05,2019
BPH,syndeno01,5.0,2019-05-06,2019
BPH,kochma01,5.0,2019-05-07,2019
BPH,quintjo01,5.0,2019-05-08,2019
BPH,smithaj01,5.0,2019-05-09,2019
BPH,merriry01,5.0,2019-05-10,2019
BPH,syndeno01,,2019-05-11,2019
BPH,kochma01,5.0,2019-05-12,2019
BPH,quintjo01,6.0,2019-05-14,2019
BPH,smithaj01,6.0,2019-05-15,2019
BPH,merriry01,6.0,2019-05-16,2019
BPH,syndeno01,6.0,2019-05-17,2019
BPH,kochma01,6.0,2019-05-18,2019
BPH,quintjo01,,2019-05-19,2019
BPH,smithaj01,7.0,2019-05-22,2019
BPH,merriry01,6.0,2019-05-22,2019
BPH,syndeno01,7.0,2019-05-24,2019
BPH,kochma01,7.0,2019-05-25,2019
BPH,quintjo01,7.0,2019-05-26,2019
BPH,merriry01,6.0,2019-05-28,2019
BPH,holmecl01,,2019-05-29,2019
BPH,kochma01,5.0,2019-05-30,2019
BPH,syndeno01,7.0,2019-05-31,2019
BPH,quintjo01,6.0,2019-06-01,2019
BPH,merriry01,5.0,2019-06-02,2019
BPH,holmecl01,6.0,2019-06-04,2019
BPH,kochma01,7.0,2019-06-06,2019
BPH,syndeno01,7.0,2019-06-07,2019
BPH,quintjo01,7.0,2019-06-08,2019
BPH,merriry01,7.0,2019-06-09,2019
BPH,smithaj01,19.0,2019-06-10,2019
BPH,kochma01,5.0,2019-06-11,2019
BPH,syndeno01,5.0,2019-06-12,2019
BPH,quintjo01,5.0,2019-06-13,2019
BPH,harriky01,52.0,2019-06-14,2019
BPH,smithaj01,5.0,2019-06-15,2019
BPH,kochma01,5.0,2019-06-16,2019
BPH,syndeno01,5.0,2019-06-17,2019
BPH,quintjo01,5.0,2019-06-18,2019
BPH,harriky01,5.0,2019-06-19,2019
BPH,merriry01,11.0,2019-06-20,2019
BPH,smithaj01,6.0,2019-06-21,2019
BPH,kochma01,6.0,2019-06-22,2019
BPH,syndeno01,6.0,2019-06-23,2019
BPH,quintjo01,7.0,2019-06-25,2019
BPH,merriry01,,2019-06-26,2019
BPH,smithaj01,7.0,2019-06-28,2019
BPH,kochma01,7.0,2019-06-29,2019
BPH,syndeno01,7.0,2019-06-30,2019
BPH,quintjo01,7.0,2019-07-02,2019
BPH,merriry01,7.0,2019-07-03,2019
BPH,smithaj01,6.0,2019-07-04,2019
BPH,kochma01,6.0,2019-07-05,2019
BPH,syndeno01,6.0,2019-07-06,2019
BPH,quintjo01,5.0,2019-07-07,2019
BPH,harriky01,23.0,2019-07-12,2019
BPH,kochma01,8.0,2019-07-13,2019
BPH,merriry01,11.0,2019-07-14,2019
BPH,syndeno01,9.0,2019-07-15,2019
BPH,quintjo01,9.0,2019-07-16,2019
BPH,harriky01,5.0,2019-07-17,2019
BPH,kochma01,5.0,2019-07-18,2019
BPH,merriry01,5.0,2019-07-19,2019
BPH,,5.0,2019-07-20,2019
BPH,quintjo01,5.0,2019-07-21,2019
BPH,harriky01,5.0,2019-07-22,2019
BPH,,5.0,2019-07-23,2019
BPH,merriry01,,2019-07-24,2019
BPH,syndeno01,,2019-07-25,2019
BPH,quintjo01,5.0,2019-07-26,2019
BPH,harriky01,5.0,2019-07-27,2019
BPH,kochma01,5.0,2019-07-28,2019
BPH,merriry01,,2019-07-30,2019
BPH,syndeno01,6.0,2019-07-31,2019
BPH,quintjo01,,2021-04-01,2021
BPH,merriry01,,2021-04-03,2021
BPH,diazyi01,,2021-04-04,2021
BPH,harriky01,,2021-04-05,2021
BPH,jimenub01,,2021-04-06,2021
BPH,quintjo01,6.0,2021-04-07,2021
BPH,merriry01,5.0,2021-04-08,2021
BPH,diazyi01,6.0,2021-04-10,2021
BPH,harriky01,6.0,2021-04-11,2021
BPH,jimenub01,6.0,2021-04-12,2021
BPH,quintjo01,6.0,2021-04-13,2021
BPH,merriry01,6.0,2021-04-14,2021
BPH,diazyi01,6.0,2021-04-16,2021
BPH,wicksjo01,,2021-04-17,2021
BPH,jimenub01,6.0,2021-04-18,2021
BPH,quintjo01,6.0,2021-04-19,2021
BPH,merriry01,6.0,2021-04-20,2021
BPH,diazyi01,5.0,2021-04-21,2021
BPH,,6.0,2021-04-23,2021
BPH,jimenub01,6.0,2021-04-24,2021
BPH,quintjo01,6.0,2021-04-25,2021
BPH,merriry01,6.0,2021-04-26,2021
BPH,diazyi01,6.0,2021-04-27,2021
BPH,ginnjt01,,2021-04-28,2021
BPH,wicksjo01,6.0,2021-04-29,2021
BPH,jimenub01,6.0,2021-04-30,2021
BPH,quintjo01,6.0,2021-05-01,2021
BPH,,5.0,2021-05-02,2021
BPH,merriry01,7.0,2021-05-03,2021
BPH,ginnjt01,7.0,2021-05-05,2021
BPH,wicksjo01,6.0,2021-05-05,2021
BPH,jimenub01,6.0,2021-05-06,2021
BPH,quintjo01,6.0,2021-05-07,2021
BPH,diazyi01,6.0,2021-05-08,2021
BPH,merriry01,6.0,2021-05-09,2021
BPH,wicksjo01,6.0,2021-05-11,2021
BPH,jimenub01,6.0,2021-05-12,2021
BPH,quintjo01,6.0,2021-05-13,2021
BPH,ginnjt01,9.0,2021-05-14,2021
BPH,merriry01,6.0,2021-05-15,2021
BPH,wicksjo01,,2021-05-16,2021
BPH,jimenub01,6.0,2021-05-18,2021
BPH,quintjo01,6.0,2021-05-19,2021
BPH,diazyi01,13.0,2021-05-21,2021
BPH,syndeno01,,2021-05-22,2021
BPH,merriry01,8.0,2021-05-23,2021
BPH,wicksjo01,8.0,2021-05-24,2021
BPH,quintjo01,6.0,2021-05-25,2021
BPH,jimenub01,8.0,2021-05-26,2021
BPH,diazyi01,6.0,2021-05-27,2021
BPH,ginnjt01,14.0,2021-05-28,2021
BPH,merriry01,6.0,2021-05-29,2021
BPH,wicksjo01,6.0,2021-05-30,2021
BPH,quintjo01,6.0,2021-05-31,2021
BPH,jimenub01,6.0,2021-06-01,2021
BPH,diazyi01,6.0,2021-06-02,2021
BPH,merriry01,5.0,2021-06-03,2021
BPH,wicksjo01,5.0,2021-06-04,2021
BPH,ginnjt01,8.0,2021-06-05,2021
BPH,jimenub01,5.0,2021-06-06,2021
BPH,diazyi01,6.0,2021-06-08,2021
BPH,merriry01,6.0,2021-06-09,2021
BPH,ginnjt01,6.0,2021-06-11,2021
BPH,jimenub01,6.0,2021-06-12,2021
BPH,diazyi01,5.0,2021-06-13,2021
BPH,merriry01,5.0,2021-06-14,2021
BPH,wicksjo01,11.0,2021-06-15,2021
BPH,ginnjt01,5.0,2021-06-16,2021
BPH,jimenub01,5.0,2021-06-17,2021
BPH,diazyi01,5.0,2021-06-18,2021
BPH,wicksjo01,5.0,2021-06-20,2021
BPH,merriry01,6.0,2021-06-20,2021
BPH,ginnjt01,6.0,2021-06-22,2021
BPH,jimenub01,6.0,2021-06-23,2021
BPH,diazyi01,6.0,2021-06-24,2021
BPH,wicksjo01,5.0,2021-06-25,2021
BPH,merriry01,6.0,2021-06-26,2021
BPH,ginnjt01,5.0,2021-06-27,2021
BPH,hughebr01,65.0,2021-06-28,2021
BPH,diazyi01,5.0,2021-06-29,2021
BPH,wicksjo01,5.0,2021-06-30,2021
BPH,,5.0,2021-07-01,2021
BPH,ginnjt01,5.0,2021-07-02,2021
BPH,hughebr01,5.0,2021-07-03,2021
BPH,diazyi01,5.0,2021-07-04,2021
BPH,wicksjo01,5.0,2021-07-05,2021
BPH,merriry01,5.0,2021-07-06,2021
BPH,,5.0,2021-07-07,2021
BPH,hughebr01,6.0,2021-07-09,2021
BPH,wicksjo01,5.0,2021-07-10,2021
BPH,merriry01,10.0,2021-07-16,2021
BPH,wicksjo01,7.0,2021-07-17,2021
BPH,hughebr01,9.0,2021-07-18,2021
BPH,leiteja01,,2021-07-19,2021
BPH,ginnjt01,13.0,2021-07-20,2021
BPH,merriry01,5.0,2021-07-21,2021
BPH,,5.0,2021-07-22,2021
BPH,hughebr01,5.0,2021-07-23,2021
BPH,,,2021-07-24,2021
BPH,ginnjt01,5.0,2021-07-25,2021
BPH,merriry01,,2021-07-27,2021
BPH,wicksjo01,6.0,2021-07-28,2021
BPH,hughebr01,7.0,2021-07-30,2021
BPH,leiteja01,7.0,2021-07-31,2021
BPH,merriry01,,2022-04-07,2022
BPH,syndeno01,,2022-04-09,2022
BPH,zeuchtj01,,2022-04-10,2022
BPH,kochma01,,2022-04-12,2022
BPH,merriry01,7.0,2022-04-14,2022
BPH,syndeno01,6.0,2022-04-15,2022
BPH,zeuchtj01,6.0,2022-04-16,2022
BPH,kochma01,5.0,2022-04-17,2022
BPH,merriry01,5.0,2022-04-19,2022
BPH,syndeno01,5.0,2022-04-20,2022
BPH,martibr01,,2022-04-21,2022
BPH,zeuchtj01,6.0,2022-04-22,2022
BPH,kochma01,6.0,2022-04-23,2022
BPH,merriry01,5.0,2022-04-24,2022
BPH,syndeno01,5.0,2022-04-25,2022
BPH,martibr01,5.0,2022-04-26,2022
BPH,zeuchtj01,5.0,2022-04-27,2022
BPH,kochma01,5.0,2022-04-28,2022
BPH,merriry01,5.0,2022-04-29,2022
BPH,syndeno01,5.0,2022-04-30,2022
BPH,martibr01,5.0,2022-05-01,2022
BPH,zeuchtj01,5.0,2022-05-02,2022
BPH,kochma01,5.0,2022-05-03,2022
BPH,merriry01,5.0,2022-05-04,2022
BPH,syndeno01,5.0,2022-05-05,2022
BPH,martibr01,5.0,2022-05-06,2022
BPH,zeuchtj01,,2022-05-07,2022
BPH,kochma01,5.0,2022-05-08,2022
BPH,winnke01,,2022-05-10,2022
BPH,syndeno01,6.0,2022-05-11,2022
BPH,zeuchtj01,5.0,2022-05-12,2022
BPH,martibr01,7.0,2022-05-13,2022
BPH,kochma01,6.0,2022-05-14,2022
BPH,merriry01,11.0,2022-05-15,2022
BPH,zeuchtj01,,2022-05-17,2022
BPH,syndeno01,6.0,2022-05-17,2022
BPH,martibr01,5.0,2022-05-18,2022
BPH,kochma01,5.0,2022-05-19,2022
BPH,merriry01,5.0,2022-05-20,2022
BPH,whitemi03,,2022-05-21,2022
BPH,zeuchtj01,,2022-05-22,2022
BPH,syndeno01,6.0,2022-05-23,2022
BPH,martibr01,6.0,2022-05-24,2022
BPH,merriry01,6.0,2022-05-26,2022
BPH,kochma01,8.0,2022-05-27,2022
BPH,whitemi03,7.0,2022-05-28,2022
BPH,syndeno01,6.0,2022-05-29,2022
BPH,winnke01,20.0,2022-05-30,2022
BPH,merriry01,5.0,2022-05-31,2022
BPH,kochma01,5.0,2022-06-01,2022
BPH,whitemi03,5.0,2022-06-02,2022
BPH,syndeno01,,2022-06-03,2022
BPH,stratch01,,2022-06-04,2022
BPH,ginnjt01,,2022-06-04,2022
BPH,merriry01,5.0,2022-06-05,2022
BPH,,6.0,2022-06-07,2022
BPH,winnke01,9.0,2022-06-08,2022
BPH,,6.0,2022-06-09,2022
BPH,stratch01,6.0,2022-06-10,2022
BPH,merriry01,6.0,2022-06-11,2022
BPH,kochma01,5.0,2022-06-12,2022
BPH,stromma01,,2022-06-13,2022
BPH,syndeno01,5.0,2022-06-14,2022
BPH,whitemi03,12.0,2022-06-14,2022
BPH,quintjo01,,2022-06-15,2022
BPH,merriry01,6.0,2022-06-17,2022
BPH,kochma01,6.0,2022-06-18,2022
BPH,stratch01,9.0,2022-06-19,2022
BPH,syndeno01,6.0,2022-06-20,2022
BPH,quintjo01,6.0,2022-06-21,2022
BPH,merriry01,5.0,2022-06-22,2022
BPH,kochma01,5.0,2022-06-23,2022
BPH,stratch01,5.0,2022-06-24,2022
BPH,syndeno01,5.0,2022-06-25,2022
BPH,quintjo01,5.0,2022-06-26,2022
BPH,merriry01,5.0,2022-06-27,2022
BPH,,5.0,2022-06-28,2022
BPH,stratch01,5.0,2022-06-29,2022
BPH,syndeno01,6.0,2022-07-01,2022
BPH,whitemi03,18.0,2022-07-02,2022
