team,pitcher,pitcher_rest,date,season
FBW,hamilia01,11.0,2017-07-17,2017
FBW,payamjo01,6.0,2017-07-28,2017
FBW,baumami01,6.0,2018-06-09,2018
FBW,winanal01,5.0,2018-06-23,2018
FBW,detmere01,6.0,2019-04-12,2019
FBW,,6.0,2019-04-26,2019
FBW,hendrky01,5.0,2019-05-08,2019
FBW,winanal01,5.0,2019-06-26,2019
FBW,kremede01,21.0,2019-07-15,2019
FBW,warrewi01,5.0,2019-07-31,2019
FBW,warrewi01,5.0,2021-04-14,2021
FBW,bettial01,6.0,2021-05-14,2021
FBW,hendrky01,5.0,2021-05-16,2021
FBW,hendrky01,5.0,2021-06-01,2021
FBW,martini01,7.0,2021-06-27,2021
FBW,hellije01,6.0,2022-05-04,2022
FBW,hendrky01,7.0,2022-05-07,2022
FBW,,6.0,2022-07-04,2022
FBW,warrewi01,5.0,2022-07-15,2022
FBW,jacksed01,9.0,2022-07-23,2022
FBW,hendrky01,6.0,2023-04-22,2023
FBW,hendrky01,6.0,2023-05-09,2023
FBW,payanpe01,6.0,2023-05-14,2023
FBW,,5.0,2023-05-26,2023
FBW,jacksed01,6.0,2023-06-10,2023
FBW,,0.0,2023-06-16,2023
GKO,fillmhe01,0.0,2016-04-04,2016
GKO,,0.0,2016-04-16,2016
GKO,woodtr01,5.0,2016-04-18,2016
GKO,fillmhe01,7.0,2016-04-26,2016
GKO,parkebl01,5.0,2016-07-09,2016
GKO,hatchto01,5.0,2017-04-12,2017
GKO,skenepa01,5.0,2017-05-12,2017
GKO,hatchto01,6.0,2017-05-27,2017
GKO,skenepa01,5.0,2017-06-13,2017
GKO,wrighmi01,5.0,2017-07-07,2017
GKO,hergeji01,26.0,2017-07-18,2017
GKO,reyesde02,5.0,2017-07-26,2017
GKO,parkebl01,7.0,2018-05-09,2018
GKO,biagijo01,6.0,2018-06-28,2018
GKO,wrighmi01,6.0,2018-06-30,2018
GKO,wrighmi01,5.0,2018-07-11,2018
GKO,parkebl01,5.0,2018-07-15,2018
GKO,hergeji01,9.0,2019-07-14,2019
GKO,gearrco01,6.0,2021-04-21,2021
GKO,hatchto01,5.0,2021-07-29,2021
GKO,colege01,6.0,2022-07-03,2022
GKO,wrighmi01,5.0,2023-04-04,2023
GKO,gearrco01,5.0,2023-04-24,2023
GKO,wrighmi01,16.0,2023-04-26,2023
GKO,hergeji01,5.0,2023-05-10,2023
GKO,hatchto01,6.0,2023-05-20,2023
GKO,castidi01,6.0,2023-05-21,2023
GKO,luzarje01,5.0,2023-05-24,2023
GKO,castidi01,6.0,2023-06-01,2023
GKO,brighje01,5.0,2023-06-18,2023
GKO,hatchto01,5.0,2023-06-28,2023
GKO,megilty01,20.0,2023-07-21,2023
GLO,jamesjo02,0.0,2016-04-13,2016
GLO,senzaan01,5.0,2016-04-25,2016
GLO,finnebr01,6.0,2016-05-07,2016
GLO,finnebr01,5.0,2016-05-17,2016
GLO,senzaan01,5.0,2016-06-19,2016
GLO,carasma01,9.0,2016-07-01,2016
GLO,carasma01,0.0,2017-04-12,2017
GLO,senzaan01,6.0,2017-05-12,2017
GLO,nunezda01,10.0,2017-07-16,2017
GLO,diazjh01,5.0,2017-07-23,2017
GLO,henryto01,5.0,2018-04-13,2018
GLO,diazjh01,0.0,2018-05-01,2018
GLO,henryto01,0.0,2018-06-04,2018
GLO,senzaan01,5.0,2018-07-11,2018
GLO,garzaju01,0.0,2019-03-31,2019
GLO,cainma01,0.0,2019-04-30,2019
GLO,matusbr01,5.0,2019-05-27,2019
GLO,matusbr01,6.0,2019-07-26,2019
GLO,seaboco01,5.0,2019-07-30,2019
GLO,cainma01,6.0,2021-05-24,2021
GLO,lauerer01,5.0,2021-07-26,2021
GLO,adamsch01,5.0,2022-05-01,2022
GLO,lockewa01,5.0,2022-06-04,2022
GLO,,0.0,2023-04-02,2023
GLO,,6.0,2023-04-08,2023
GLO,adamsch01,7.0,2023-05-17,2023
GLO,adamsch01,5.0,2023-05-28,2023
GLO,lauerer01,77.0,2023-06-27,2023
GLO,searsjp01,5.0,2023-06-30,2023
GLO,lackejo01,16.0,2023-07-23,2023
GUT,blackma01,0.0,2016-04-07,2016
GUT,strahma01,6.0,2016-04-12,2016
GUT,hugheph01,5.0,2016-04-25,2016
GUT,,0.0,2016-07-08,2016
GUT,,10.0,2016-07-18,2016
GUT,fostema01,5.0,2016-07-29,2016
GUT,iwakuhi01,6.0,2017-05-16,2017
GUT,taillja01,5.0,2017-05-18,2017
GUT,kellemi03,5.0,2017-07-07,2017
GUT,blackma01,6.0,2017-07-24,2017
GUT,,0.0,2018-03-31,2018
GUT,bradlta01,6.0,2018-04-19,2018
GUT,millsal02,5.0,2018-05-21,2018
GUT,fostema01,0.0,2018-05-25,2018
GUT,kellemi03,5.0,2018-06-19,2018
GUT,wilsobr02,5.0,2018-07-08,2018
GUT,birdja01,6.0,2019-04-07,2019
GUT,birdja01,7.0,2019-05-14,2019
GUT,raganco01,6.0,2019-05-24,2019
GUT,millsal02,5.0,2019-06-22,2019
GUT,wilkad01,6.0,2019-07-02,2019
GUT,barneja01,6.0,2021-04-14,2021
GUT,barneja01,6.0,2021-04-20,2021
GUT,staumjo01,11.0,2021-07-31,2021
GUT,hentgsa01,5.0,2022-05-01,2022
GUT,hentgsa01,5.0,2022-05-16,2022
GUT,hentgsa01,6.0,2022-05-22,2022
GUT,raganco01,5.0,2022-07-08,2022
GUT,staumjo01,5.0,2022-07-11,2022
GUT,millebr04,0.0,2022-07-16,2022
GUT,raganco01,5.0,2022-07-31,2022
GUT,sandopa02,6.0,2023-05-14,2023
GUT,peterda01,7.0,2023-05-17,2023
GUT,peterda01,5.0,2023-05-27,2023
GUT,gassero01,5.0,2023-05-28,2023
GUT,hentgsa01,6.0,2023-06-27,2023
GUT,priesqu01,5.0,2023-07-05,2023
HAN,becktr01,5.0,2016-04-28,2016
HAN,kintzbr01,0.0,2016-05-04,2016
HAN,widenta01,6.0,2016-06-09,2016
HAN,becktr01,5.0,2016-06-16,2016
HAN,becktr01,5.0,2017-04-10,2017
HAN,kintzbr01,9.0,2017-04-29,2017
HAN,becktr01,16.0,2017-07-16,2017
HAN,mckaybr01,7.0,2017-07-25,2017
HAN,,0.0,2017-07-30,2017
HAN,hanifbr01,5.0,2018-04-04,2018
HAN,becktr01,6.0,2018-04-24,2018
HAN,widenta01,6.0,2018-05-15,2018
HAN,widenta01,5.0,2018-07-06,2018
HAN,hanifbr01,0.0,2019-03-28,2019
HAN,wingetr01,6.0,2019-04-28,2019
HAN,kintzbr01,7.0,2019-06-04,2019
HAN,iveyty01,5.0,2019-06-11,2019
HAN,kintzbr01,6.0,2019-07-18,2019
HAN,,0.0,2019-07-27,2019
HAN,,6.0,2019-07-30,2019
HAN,hanifbr01,5.0,2021-04-16,2021
HAN,goudeas01,0.0,2021-04-17,2021
HAN,mizeca01,5.0,2021-04-24,2021
HAN,cobbal01,0.0,2021-05-06,2021
HAN,mizeca01,5.0,2021-05-09,2021
HAN,cobbal01,5.0,2021-05-22,2021
HAN,hanifbr01,5.0,2021-05-30,2021
HAN,hammeja01,0.0,2022-04-09,2022
HAN,hammeja01,6.0,2022-05-23,2022
HAN,iveyty01,6.0,2022-07-04,2022
HAN,silsech01,7.0,2022-07-13,2022
HAN,mcguide02,0.0,2022-07-16,2022
HAN,,0.0,2023-04-01,2023
HAN,,5.0,2023-04-06,2023
HAN,rodried05,6.0,2023-04-14,2023
HAN,iveyty01,6.0,2023-04-29,2023
HAN,silsech01,5.0,2023-05-05,2023
HAN,smithbu03,5.0,2023-05-08,2023
HAN,iveyty01,9.0,2023-07-18,2023
HXK,henryto01,6.0,2016-04-23,2016
HXK,nixja02,6.0,2016-05-03,2016
HXK,effrosc01,5.0,2016-05-22,2016
HXK,effrosc01,5.0,2016-06-02,2016
HXK,henryto01,8.0,2016-06-19,2016
HXK,millesh01,6.0,2016-07-02,2016
HXK,nixja02,5.0,2016-07-08,2016
HXK,henryto01,5.0,2017-04-12,2017
HXK,suarean01,5.0,2017-04-22,2017
HXK,suarean01,6.0,2017-04-28,2017
HXK,suarean01,5.0,2017-05-03,2017
HXK,effrosc01,56.0,2017-07-28,2017
HXK,suarean01,6.0,2017-07-31,2017
HXK,lewisco01,0.0,2018-03-31,2018
HXK,effrosc01,6.0,2018-04-16,2018
HXK,briesbe01,5.0,2018-06-02,2018
HXK,phillty01,5.0,2018-06-29,2018
HXK,briesbe01,5.0,2018-06-30,2018
HXK,effrosc01,7.0,2018-07-27,2018
HXK,nixja02,5.0,2019-04-10,2019
HXK,briesbe01,5.0,2019-04-24,2019
HXK,phillty01,6.0,2019-06-25,2019
HXK,rodrich01,6.0,2019-06-28,2019
HXK,briesbe01,6.0,2019-06-29,2019
HXK,,0.0,2019-07-15,2019
HXK,phillty01,5.0,2019-07-22,2019
HXK,friedch01,5.0,2019-07-31,2019
HXK,mantijo01,6.0,2021-06-01,2021
HXK,graveke01,7.0,2021-06-26,2021
HXK,graveke01,6.0,2022-04-19,2022
HXK,mantijo01,6.0,2022-04-24,2022
HXK,graveke01,6.0,2022-05-13,2022
HXK,graveke01,6.0,2022-07-09,2022
HXK,graveke01,6.0,2023-04-22,2023
HXK,friedch01,6.0,2023-04-30,2023
HXK,worleva01,6.0,2023-05-02,2023
HXK,meansjo01,6.0,2023-06-11,2023
HXK,graveke01,7.0,2023-07-15,2023
JBM,martico02,6.0,2016-05-28,2016
JBM,liriafr01,6.0,2016-06-22,2016
JBM,liriafr01,5.0,2016-07-27,2016
JBM,liriafr01,5.0,2017-05-23,2017
JBM,jonesja09,5.0,2018-04-12,2018
JBM,,4.0,2018-04-21,2018
JBM,jonesja09,5.0,2018-04-29,2018
JBM,civalaa01,6.0,2018-07-01,2018
JBM,hernafe02,5.0,2019-04-24,2019
JBM,hernafe02,7.0,2019-05-25,2019
JBM,moorean02,5.0,2021-05-13,2021
JBM,cottojh01,6.0,2021-05-15,2021
JBM,francbo01,5.0,2021-05-16,2021
JBM,bruihju01,8.0,2021-06-26,2021
JBM,ashbyaa01,5.0,2022-05-19,2022
JBM,civalaa01,5.0,2022-05-21,2022
JBM,shiplbr01,5.0,2022-06-10,2022
JBM,mannima02,5.0,2022-06-14,2022
JBM,mannima02,7.0,2022-07-24,2022
JBM,francbo01,5.0,2023-05-16,2023
JBM,francbo01,6.0,2023-06-10,2023
JBM,meyeral01,10.0,2023-07-15,2023
JEM,scholje01,0.0,2016-04-07,2016
JEM,scholje01,5.0,2016-05-04,2016
JEM,castehu01,5.0,2016-05-11,2016
JEM,swarmma01,5.0,2016-05-13,2016
JEM,bellch02,0.0,2016-05-17,2016
JEM,scholje01,9.0,2016-05-30,2016
JEM,fittsri01,6.0,2016-06-11,2016
JEM,wagueja01,0.0,2017-04-06,2017
JEM,bellch02,6.0,2017-04-14,2017
JEM,tropeni01,5.0,2017-04-18,2017
JEM,bellch02,5.0,2017-06-02,2017
JEM,tropeni01,6.0,2017-06-11,2017
JEM,wagueja01,6.0,2017-06-20,2017
JEM,wagueja01,5.0,2017-06-25,2017
JEM,tropeni01,5.0,2018-04-21,2018
JEM,castehu01,6.0,2018-05-11,2018
JEM,scholje01,6.0,2018-05-15,2018
JEM,scholje01,5.0,2018-05-20,2018
JEM,,13.0,2018-06-01,2018
JEM,,0.0,2018-06-07,2018
JEM,ortizlu03,6.0,2018-06-08,2018
JEM,scholje01,5.0,2018-06-27,2018
JEM,scholje01,5.0,2018-07-02,2018
JEM,castehu01,13.0,2018-07-24,2018
JEM,swarmma01,6.0,2019-04-09,2019
JEM,castehu01,11.0,2019-05-26,2019
JEM,bellch02,5.0,2021-04-06,2021
JEM,ortizlu03,5.0,2021-05-22,2021
JEM,ortizlu03,5.0,2021-06-02,2021
JEM,bellch02,5.0,2021-06-16,2021
JEM,bassich01,6.0,2021-06-21,2021
JEM,bellch02,6.0,2021-07-03,2021
JEM,,0.0,2021-07-07,2021
JEM,ortizlu03,7.0,2021-07-17,2021
JEM,ortizlu03,5.0,2022-04-19,2022
JEM,bellch02,6.0,2022-04-30,2022
JEM,ortizlu03,7.0,2022-05-08,2022
JEM,marshal01,6.0,2022-05-16,2022
JEM,ortizlu03,5.0,2022-06-04,2022
JEM,bassich01,7.0,2022-07-23,2022
JEM,bellch02,0.0,2023-04-01,2023
JEM,perezma02,0.0,2023-05-23,2023
JEM,perezma02,6.0,2023-06-10,2023
JEM,perezma02,6.0,2023-07-28,2023
KFH,middlke01,5.0,2016-04-25,2016
KFH,garzaju01,0.0,2016-04-27,2016
KFH,garzaju01,6.0,2016-05-15,2016
KFH,middlke01,6.0,2017-04-30,2017
KFH,waldike01,5.0,2017-05-03,2017
KFH,elderbr01,5.0,2017-05-09,2017
KFH,waldike01,5.0,2017-05-13,2017
KFH,kendrky01,6.0,2017-05-23,2017
KFH,abbotco01,5.0,2017-05-24,2017
KFH,waldike01,5.0,2018-05-02,2018
KFH,,0.0,2018-05-30,2018
KFH,,6.0,2018-06-05,2018
KFH,waldike01,6.0,2018-06-25,2018
KFH,suarean01,6.0,2019-04-09,2019
KFH,waldike01,0.0,2019-06-09,2019
KFH,ranauan01,2.0,2019-06-18,2019
KFH,,0.0,2021-04-01,2021
KFH,willitr01,0.0,2021-04-03,2021
KFH,,0.0,2021-04-10,2021
KFH,smithaj01,5.0,2021-04-21,2021
KFH,willitr01,6.0,2021-05-13,2021
KFH,castima03,5.0,2021-06-20,2021
KFH,castima03,7.0,2021-07-03,2021
KFH,koenija01,6.0,2022-05-14,2022
KFH,castima03,5.0,2022-06-20,2022
KFH,povicca01,55.0,2022-06-30,2022
KFH,castima03,6.0,2022-07-02,2022
KFH,hunteto02,5.0,2022-07-14,2022
KFH,neideni01,6.0,2023-05-31,2023
KFH,neideni01,7.0,2023-07-16,2023
KJP,oswalco01,5.0,2016-05-06,2016
KJP,zeuchtj01,6.0,2016-06-18,2016
KJP,,0.0,2016-06-27,2016
KJP,,6.0,2016-07-03,2016
KJP,garcilu05,5.0,2017-05-19,2017
KJP,wainwad01,7.0,2017-05-27,2017
KJP,snellbl01,5.0,2017-06-04,2017
KJP,zeuchtj01,6.0,2018-04-07,2018
KJP,oswalco01,5.0,2018-04-09,2018
KJP,wainwad01,5.0,2018-04-29,2018
KJP,wainwad01,5.0,2018-05-09,2018
KJP,garcilu05,0.0,2018-05-13,2018
KJP,freelky01,5.0,2018-06-25,2018
KJP,wainwad01,0.0,2019-03-31,2019
KJP,oswalco01,5.0,2019-05-29,2019
KJP,zeuchtj01,6.0,2019-06-08,2019
KJP,,5.0,2019-06-16,2019
KJP,wainwad01,5.0,2019-07-07,2019
KJP,carraca01,0.0,2021-05-05,2021
KJP,,7.0,2021-06-28,2021
KJP,glasnty01,7.0,2022-04-19,2022
KJP,rodried05,24.0,2022-05-17,2022
KJP,martefr01,5.0,2022-07-01,2022
KJP,happja01,6.0,2023-05-17,2023
KJP,detmere01,6.0,2023-05-25,2023
KJP,detmere01,7.0,2023-06-18,2023
KJP,johnser04,6.0,2023-07-26,2023
MOO,bibenau01,9.0,2016-05-05,2016
MOO,cobbal01,5.0,2016-05-15,2016
MOO,williga01,5.0,2016-05-23,2016
MOO,williga01,5.0,2016-07-10,2016
MOO,,0.0,2016-07-27,2016
MOO,williga01,0.0,2017-04-06,2017
MOO,cannigr01,0.0,2017-05-19,2017
MOO,bibenau01,7.0,2017-05-24,2017
MOO,cobbal01,5.0,2017-06-08,2017
MOO,williga01,5.0,2017-06-23,2017
MOO,danieda01,7.0,2017-07-15,2017
MOO,skenepa01,7.0,2018-04-17,2018
MOO,bibenau01,6.0,2018-04-26,2018
MOO,cobbal01,0.0,2018-04-30,2018
MOO,johnser04,6.0,2018-05-04,2018
MOO,cobbal01,6.0,2018-06-26,2018
MOO,,5.0,2018-07-26,2018
MOO,campbpa02,6.0,2019-04-10,2019
MOO,cobbal01,6.0,2019-05-01,2019
MOO,johnser04,6.0,2019-06-01,2019
MOO,johnser04,5.0,2019-06-06,2019
MOO,campbpa02,7.0,2019-07-30,2019
MOO,danieda01,0.0,2021-04-03,2021
MOO,,0.0,2021-04-13,2021
MOO,kerrra01,5.0,2021-04-26,2021
MOO,danieda01,14.0,2021-05-14,2021
MOO,danieda01,5.0,2021-06-09,2021
MOO,kerrra01,8.0,2021-07-18,2021
MOO,bibenau01,5.0,2021-07-31,2021
MOO,mayermi01,5.0,2022-06-07,2022
MOO,menacr01,0.0,2022-06-26,2022
MOO,mayermi01,5.0,2022-07-08,2022
MOO,carraca01,0.0,2022-07-23,2022
MOO,wilsost02,6.0,2023-05-12,2023
MOO,bibenau01,0.0,2023-05-25,2023
MOO,bibenau01,5.0,2023-06-10,2023
MOO,bibenau01,5.0,2023-07-09,2023
MOO,reyesal02,5.0,2023-07-21,2023
MZG,abbotan01,6.0,2016-04-24,2016
MZG,kaprija01,5.0,2016-05-17,2016
MZG,battepe01,0.0,2016-06-26,2016
MZG,abbotan01,0.0,2017-04-05,2017
MZG,kaprija01,0.0,2017-04-07,2017
MZG,kaprija01,7.0,2017-04-26,2017
MZG,neideni01,5.0,2017-05-28,2017
MZG,abbotan01,6.0,2017-06-02,2017
MZG,wingetr01,5.0,2017-06-14,2017
MZG,feldmsc01,5.0,2017-06-15,2017
MZG,battepe01,6.0,2018-04-04,2018
MZG,kaprija01,7.0,2018-04-07,2018
MZG,battepe01,5.0,2018-04-21,2018
MZG,neideni01,12.0,2018-05-19,2018
MZG,battepe01,6.0,2018-07-04,2018
MZG,battepe01,5.0,2018-07-09,2018
MZG,,0.0,2018-07-26,2018
MZG,battepe01,6.0,2019-04-03,2019
MZG,battepe01,6.0,2019-05-01,2019
MZG,feldmsc01,5.0,2019-06-02,2019
MZG,feldmsc01,6.0,2019-06-20,2019
MZG,feldmsc01,7.0,2019-07-03,2019
MZG,neideni01,5.0,2019-07-04,2019
MZG,danieda01,5.0,2019-07-19,2019
MZG,brighje01,5.0,2021-05-05,2021
MZG,brighje01,6.0,2021-05-11,2021
MZG,fiersmi01,9.0,2021-06-05,2021
MZG,kaprija01,6.0,2021-06-06,2021
MZG,claseem01,6.0,2022-05-31,2022
MZG,wainwad01,5.0,2022-06-16,2022
MZG,rucindr01,0.0,2022-06-26,2022
MZG,battepe01,6.0,2022-06-30,2022
MZG,anderdr02,17.0,2022-07-24,2022
MZG,battepe01,6.0,2023-04-11,2023
MZG,wainwad01,5.0,2023-04-12,2023
MZG,battepe01,6.0,2023-05-20,2023
MZG,wrighda04,5.0,2023-06-06,2023
MZG,claseem01,6.0,2023-07-08,2023
PDF,rockeku01,0.0,2016-04-10,2016
PDF,garream01,6.0,2016-05-14,2016
PDF,gonzami03,5.0,2016-07-29,2016
PDF,richaly01,6.0,2017-04-12,2017
PDF,gsellro01,7.0,2017-04-27,2017
PDF,alexaty01,6.0,2017-05-15,2017
PDF,scottch01,5.0,2017-05-18,2017
PDF,alexaty01,5.0,2017-05-20,2017
PDF,alexaty01,0.0,2017-05-25,2017
PDF,gsellro01,5.0,2017-06-13,2017
PDF,garream01,5.0,2017-06-23,2017
PDF,yarbrry01,5.0,2017-07-09,2017
PDF,wagueja01,7.0,2018-06-15,2018
PDF,garream01,11.0,2018-07-22,2018
PDF,,0.0,2019-03-30,2019
PDF,cruzfe01,5.0,2019-04-09,2019
PDF,dunnju01,5.0,2019-05-11,2019
PDF,,0.0,2021-04-04,2021
PDF,wilsost02,5.0,2021-04-11,2021
PDF,gonsoto01,12.0,2021-05-11,2021
PDF,garciri01,6.0,2021-06-15,2021
PDF,tillmch01,18.0,2021-07-21,2021
PDF,cruzfe01,6.0,2021-07-23,2021
PDF,fujinsh01,6.0,2022-04-15,2022
PDF,cruzfe01,6.0,2022-04-19,2022
PDF,hollojo01,6.0,2022-04-29,2022
PDF,suarean01,6.0,2022-05-14,2022
PDF,suarean01,6.0,2022-05-31,2022
PDF,cruzfe01,5.0,2022-06-14,2022
PDF,suarean01,0.0,2022-06-22,2022
PDF,anderia01,5.0,2022-06-26,2022
PDF,anderia01,0.0,2023-04-01,2023
PDF,barrija01,0.0,2023-04-05,2023
PDF,barrija01,6.0,2023-05-02,2023
PDF,barrija01,5.0,2023-06-11,2023
PDF,junkja01,8.0,2023-06-23,2023
PDF,suarean01,7.0,2023-06-25,2023
PDF,anderia01,7.0,2023-07-15,2023
PJT,johnser04,6.0,2016-05-14,2016
PJT,blackpa01,8.0,2016-06-09,2016
PJT,grayjo02,6.0,2016-07-02,2016
PJT,johnser04,6.0,2017-05-02,2017
PJT,holmegr01,5.0,2017-05-21,2017
PJT,finnebr01,5.0,2017-05-31,2017
PJT,tarnofr01,6.0,2017-06-10,2017
PJT,kochaja01,5.0,2017-07-26,2017
PJT,kochaja01,5.0,2018-05-06,2018
PJT,anderta01,5.0,2018-05-13,2018
PJT,,5.0,2018-06-10,2018
PJT,rodrije01,0.0,2018-06-24,2018
PJT,rodrije01,13.0,2018-07-24,2018
PJT,anderta01,5.0,2019-06-02,2019
PJT,murfepe01,6.0,2019-06-04,2019
PJT,murfepe01,5.0,2019-06-09,2019
PJT,gonzagi01,5.0,2019-06-23,2019
PJT,anderta01,5.0,2019-07-25,2019
PJT,effrosc01,5.0,2021-04-12,2021
PJT,stammcr01,6.0,2021-04-29,2021
PJT,howarsa01,5.0,2021-05-18,2021
PJT,anderta01,6.0,2021-06-22,2021
