id,probability
207,0.922
208,0.76
209,0.138
210,0.992
211,0.826
212,0.846
213,0.912
214,0.878
215,0.444
216,0.368
217,0.012
218,0.684
219,0.762
220,0.938
221,0.196
222,0.904
223,0.51
224,0.46
225,0.736
226,0.27
227,0.794
228,0.622
229,0.026
230,0.288
231,0.19
232,0.624
233,0.154
234,0.822
235,0.74
236,0.918
237,0.95
238,0.918
239,0.342
240,0.988
241,0.074
242,0.606
243,0.932
244,0.202
245,0.672
246,0.996
247,0.472
248,0.9
249,0.89
250,0.858
251,0.984
252,0.608
253,0.698
254,0.694
255,0.832
256,0.658
257,0.944
258,0.952
259,0.696
260,0.242
261,0.566
262,0.848
263,0.65
264,0.168
265,0.904
266,0.204
267,0.744
268,0.778
269,0.514
270,0.082
271,0.84
272,0.664
273,0.926
274,0.926
275,0.874
276,0.414
277,0.934
278,0.946
279,0.596
280,0.832
281,0.57
282,0.846
283,1.0
284,0.082
285,0.884
286,0.786
287,0.966
288,0.998
289,0.992
290,0.978
291,0.388
292,0.622
293,0.79
294,0.77
295,0.492
296,0.922
297,0.678
298,0.786
299,0.902
300,0.806
301,0.932
302,0.648
303,0.088
304,0.886
305,0.982
306,0.154
307,0.876
308,0.178
309,0.534
310,0.6
311,0.868
312,0.93
313,0.62
314,0.698
315,0.844
316,0.984
317,0.046
318,0.976
319,0.39
320,0.648
321,0.79
322,0.772
323,0.054
324,0.99
325,0.744
326,0.866
327,0.776
328,0.856
329,0.412
330,0.382
331,0.14
332,0.262
333,0.75
334,0.588
335,0.328
336,0.654
337,0.094
338,0.048
339,0.558
340,0.764
341,0.908
342,0.23
343,0.448
344,0.778
345,0.606
346,0.576
347,0.23
348,0.514
349,0.656
350,0.786
351,0.67
352,0.762
353,0.256
354,0.904
355,0.174
356,0.964
357,0.718
358,0.782
359,0.488
360,0.8
361,0.868
362,0.99
363,0.302
364,0.9
365,0.996
366,0.734
367,0.968
368,0.288
369,0.696
370,0.996
371,0.928
372,0.054
373,0.12
374,0.97
375,0.776
376,0.374
377,0.928
378,0.384
379,0.96
380,0.94
381,0.412
382,0.852
383,0.432
384,0.822
385,0.99
386,0.956
387,0.868
388,0.814
389,0.454
390,0.898
391,0.584
392,0.748
393,0.98
394,0.75
395,0.854
396,0.532
397,0.788
398,0.418
399,0.264
400,0.074
401,0.69
402,0.75
403,0.51
404,0.898
405,0.034
406,0.062
407,0.75
408,0.01
409,0.216
410,0.474
411,0.636
412,0.114
413,0.832
414,0.26
415,1.0
416,0.696
417,0.548
418,0.374
419,0.676
420,0.884
421,0.986
422,0.972
423,0.638
424,0.156
425,0.23
426,0.72
427,0.844
428,0.914
429,0.616
430,0.572
431,0.416
432,0.962
433,0.872
434,0.766
435,0.682
436,0.938
437,0.938
438,0.126
439,0.588
440,0.952
441,0.59
442,0.258
443,0.986
444,0.83
445,0.938
446,0.994
447,0.142
448,0.654
449,0.938
450,0.428
451,0.768
452,0.966
453,0.998
454,0.68
455,0.398
456,0.998
457,0.256
458,0.912
459,0.922
460,0.694
461,0.782
462,1.0
463,0.304
464,0.812
465,0.932
466,0.998
467,0.206
468,0.9
469,0.946
470,0.294
471,0.662
472,0.88
473,0.778
474,0.68
475,0.932
476,0.762
477,0.508
478,0.91
479,0.776
480,0.97
481,0.984
482,0.656
483,0.69
484,0.596
485,0.778
486,0.176
487,0.814
488,0.042
489,0.594
490,0.786
491,0.946
492,0.844
493,0.986
494,0.152
495,0.592
496,0.972
497,0.702
498,0.642
499,0.404
500,0.988
501,0.804
502,0.12
503,0.902
504,0.406
505,0.91
506,0.29
507,0.594
508,0.996
509,0.676
510,0.682
511,0.654
512,0.048
513,0.604
514,0.632
515,0.718
516,0.848
517,0.146
518,0.198
519,0.978
520,0.27
521,0.732
522,0.6
523,0.92
524,0.126
525,0.898
526,0.71
527,0.836
528,0.906
529,0.978
530,0.966
531,0.846
532,0.734
533,0.772
534,0.854
535,0.582
536,0.254
537,1.0
538,0.734
539,0.778
540,0.378
541,0.73
542,0.986
543,0.726
544,0.998
545,0.386
546,0.942
547,0.688
548,0.392
549,1.0
550,0.798
551,0.464
552,0.264
553,0.276
554,0.818
555,0.206
556,0.994
557,0.996
558,0.922
559,0.906
560,0.696
561,0.942
562,0.996
563,0.178
564,0.958
565,0.282
566,0.02
567,0.16
568,0.176
569,0.882
570,0.516
571,0.712
572,0.33
573,0.966
574,0.132
575,0.928
576,0.996
577,0.752
578,0.854
579,0.722
580,0.146
581,0.264
582,0.68
583,0.878
584,0.006
585,0.458
586,0.326
587,0.856
588,0.41
589,0.952
590,0.918
591,0.858
592,0.982
593,0.936
594,0.392
595,0.922
596,0.17
597,0.662
598,1.0
599,0.99
600,0.154
601,0.014
602,0.244
603,1.0
604,0.132
605,0.866
606,0.706
607,0.954
608,0.942
609,0.776
610,0.422
611,0.942
612,0.246
613,0.836
614,0.738
615,0.6
616,0.216
617,0.338
618,0.87
619,0.67
620,0.832
621,0.934
622,0.906
623,0.682
624,0.922
625,0.738
626,0.908
627,0.998
628,0.894
629,0.724
630,0.93
631,0.206
632,0.416
633,0.396
634,0.998
635,0.182
636,0.3
637,0.638
638,0.438
639,0.524
640,0.572
641,0.984
642,0.812
643,0.716
644,0.67
645,0.698
646,0.822
647,0.604
648,0.106
649,0.776
650,0.46
651,0.788
652,0.39
653,0.974
654,0.846
655,0.828
656,0.054
657,0.78
658,0.83
659,0.55
660,0.494
661,0.43
662,0.734
663,0.656
664,0.44
665,0.948
666,0.256
667,0.834
668,0.658
669,0.936
670,0.45
671,0.228
672,0.452
673,0.318
674,0.88
675,0.698
676,0.752
677,0.988
678,0.866
679,0.026
680,0.972
681,0.742
682,0.472
683,0.146
684,0.572
685,0.994
686,0.004
687,0.838
688,0.97
689,0.858
690,0.352
691,0.926
692,0.108
693,0.384
694,0.182
695,0.902
696,0.686
697,0.432
698,0.964
699,0.802
700,0.988
701,0.842
702,0.958
703,0.19
704,0.976
705,0.304
706,0.92
707,0.552
708,0.988
709,0.938
710,0.88
711,0.944
712,0.816
713,0.736
714,0.742
715,0.432
716,0.472
717,0.626
718,0.77
719,0.65
720,0.416
721,0.908
722,0.552
723,0.998
724,0.956
725,0.598
726,0.658
727,0.386
728,0.368
729,0.922
730,0.928
731,0.676
732,0.168
733,0.09
734,0.838
735,0.5
736,0.62
737,0.184
738,0.264
739,0.69
740,0.002
741,0.398
742,0.818
743,0.798
744,0.38
745,0.872
746,0.908
747,0.912
748,0.138
749,0.21
750,0.838
751,0.194
752,0.988
753,0.396
754,0.878
755,0.936
756,0.196
757,0.332
758,0.438
759,0.01
760,0.68
761,0.48
762,0.838
763,0.942
764,0.92
765,0.934
766,0.662
767,0.95
768,0.84
769,0.904
770,0.034
771,0.016
772,0.982
773,0.302
774,0.91
775,0.746
776,0.406
777,0.184
778,0.482
779,0.734
780,0.618
781,0.474
782,0.132
783,0.934
784,0.906
785,0.904
786,0.672
787,0.548
788,0.43
789,0.054
790,0.916
791,0.972
792,0.388
793,0.32
794,0.998
795,1.0
796,0.98
797,0.98
798,0.752
799,0.986
800,0.708
801,0.726
802,0.438
803,0.588
804,0.008
805,0.802
806,0.148
807,0.694
808,1.0
809,0.372
810,0.22
811,0.266
812,0.856
813,1.0
814,0.964
815,0.43
816,0.616
817,0.504
818,0.182
819,0.862
820,0.856
821,0.886
822,0.982
823,0.954
824,1.0
825,0.078
826,0.946
827,0.332
828,0.266
829,0.616
830,0.764
831,0.974
832,0.85
833,0.812
834,0.744
835,0.932
836,0.646
837,0.04
838,0.852
839,0.666
840,0.342
841,0.998
842,0.478
843,0.102
844,0.99
845,0.358
846,0.944
847,0.988
848,0.6
849,0.218
850,0.812
851,0.97
852,0.746
853,0.658
854,0.992
855,0.81
856,0.128
857,0.978
858,0.46
859,0.79
860,0.304
861,0.936
862,0.502
863,0.454
864,0.828
865,0.764
866,0.752
867,0.616
868,0.938
869,0.996
870,0.782
871,0.998
872,0.684
873,0.05
874,0.45
875,0.552
876,0.308
877,0.982
878,0.16
879,0.758
880,0.846
881,0.974
882,0.9
883,0.47
884,0.912
885,0.628
886,0.02
887,0.804
888,0.55
889,0.604
890,0.074
891,0.752
892,0.91
893,0.95
894,0.98
895,0.82
896,0.366
897,0.674
898,0.968
899,0.396
900,0.062
901,0.036
902,0.95
903,0.212
904,0.112
905,0.876
906,0.208
907,0.73
908,0.946
909,0.554
910,0.848
911,0.65
912,0.99
913,0.806
914,0.476
915,0.09
916,0.338
917,0.864
918,0.034
919,0.666
920,0.962
921,0.438
922,0.938
923,0.664
924,0.71
925,0.862
926,0.714
927,0.434
928,0.98
929,0.936
930,0.926
931,0.48
932,0.882
933,0.804
934,0.186
935,0.632
936,0.712
937,0.49
938,0.514
939,0.098
940,0.554
941,0.008
942,0.128
943,0.728
944,0.328
945,0.044
946,0.922
947,0.854
948,0.972
949,0.06
950,0.81
951,0.696
952,0.264
953,0.396
954,0.102
955,0.69
956,0.118
957,0.564
958,0.996
959,0.454
960,0.446
961,0.924
962,0.828
963,0.972
964,0.714
965,0.436
966,0.774
967,0.61
968,0.682
969,0.67
970,0.658
971,0.564
972,0.898
973,0.562
974,0.01
975,0.18
976,0.104
977,0.876
978,0.722
979,0.33
980,0.588
981,0.664
982,0.08
983,0.988
984,0.99
985,0.99
986,0.48
987,0.848
988,0.574
989,0.38
990,0.314
991,0.804
992,0.752
993,0.954
994,0.046
995,0.386
996,0.924
997,0.31
998,0.558
999,0.942
1000,0.756
1001,0.188
1002,0.732
1003,0.654
1004,0.266
1005,0.17
1006,0.192
1007,0.312
1008,0.97
1009,0.988
1010,0.994
1011,0.18
1012,0.308
1013,0.224
1014,0.578
1015,0.172
1016,0.72
1017,0.646
1018,0.494
1019,0.832
1020,0.91
1021,0.162
1022,1.0
1023,0.878
1024,0.384
1025,0.916
1026,0.994
1027,0.784
1028,0.732
1029,1.0
1030,0.764
1031,0.954
1032,0.794
1033,0.482
1034,0.75
1035,0.98
1036,0.638
1037,0.546
1038,0.428
1039,0.296
1040,0.838
1041,0.786
1042,0.734
1043,0.752
1044,0.64
1045,0.904
1046,0.748
1047,0.926
1048,0.682
1049,0.432
1050,0.488
1051,0.966
1052,0.788
1053,0.85
1054,0.994
1055,0.994
1056,0.844
1057,0.96
1058,0.338
1059,0.746
1060,0.988
1061,0.3
1062,0.084
1063,0.27
1064,0.284
1065,0.376
1066,0.274
1067,0.972
1068,0.776
1069,0.23
1070,0.956
1071,0.986
1072,0.802
1073,0.45
1074,0.218
1075,0.006
1076,0.988
1077,0.064
1078,0.58
1079,0.28
1080,0.77
1081,0.642
1082,0.99
1083,0.618
1084,0.46
1085,0.114
1086,0.27
1087,0.964
1088,0.574
1089,0.636
1090,0.986
1091,0.254
1092,0.718
1093,0.516
1094,0.408
1095,0.956
1096,0.728
1097,0.366
1098,0.578
1099,0.968
1100,0.886
1101,0.522
1102,0.136
1103,0.996
1104,0.586
1105,0.982
1106,0.236
1107,0.924
1108,0.972
1109,0.986
1110,0.454
1111,0.832
1112,0.958
1113,0.966
1114,0.928
1115,0.528
1116,0.882
1117,0.75
1118,0.702
1119,0.804
1120,0.974
1121,0.634
1122,0.55
1123,0.898
1124,0.226
1125,0.086
1126,0.958
1127,0.612
1128,0.284
1129,0.188
1130,0.5
1131,0.122
1132,0.22
1133,0.98
1134,0.85
1135,0.548
1136,0.776
1137,0.754
1138,0.358
1139,0.886
1140,0.926
1141,0.884
1142,0.972
1143,0.266
1144,1.0
1145,0.924
1146,0.778
1147,0.182
1148,0.086
1149,0.144
1150,0.968
1151,0.868
1152,0.796
1153,0.946
1154,0.988
1155,0.988
1156,0.96
1157,0.738
1158,0.982
1159,0.908
1160,0.902
1161,0.668
1162,0.358
1163,0.896
1164,0.586
1165,0.536
1166,0.988
1167,0.924
1168,0.97
1169,0.996
1170,0.728
1171,0.372
1172,0.852
1173,0.67
1174,0.312
1175,0.824
1176,0.152
1177,0.952
1178,0.992
1179,0.564
1180,0.128
1181,0.68
1182,0.904
1183,0.462
1184,0.84
1185,0.59
1186,0.628
1187,0.08
1188,0.62
1189,0.07
1190,0.966
1191,0.444
1192,0.612
1193,0.524
1194,0.768
1195,0.622
1196,0.962
1197,0.964
1198,0.862
1199,0.574
1200,0.968
1201,0.998
1202,0.362
1203,0.05
1204,0.026
1205,0.788
1206,0.01
1207,0.854
1208,0.932
1209,0.838
1210,0.97
1211,0.912
1212,0.506
1213,0.684
1214,0.142
1215,0.922
1216,0.142
1217,0.7
1218,0.588
1219,0.126
1220,0.148
1221,0.292
1222,0.96
1223,0.978
1224,0.672
1225,0.992
1226,0.902
1227,0.95
1228,0.844
1229,0.996
1230,0.754
1231,0.39
1232,0.994
1233,0.586
1234,0.77
1235,0.932
1236,0.962
1237,0.862
1238,0.992
1239,0.666
1240,0.026
1241,0.98
1242,0.936
1243,0.85
1244,0.058
1245,0.286
1246,0.876
1247,0.56
1248,0.95
1249,0.99
1250,0.914
1251,0.998
1252,0.634
1253,0.994
1254,0.466
1255,1.0
1256,0.7
1257,0.976
1258,0.856
1259,0.88
1260,0.436
1261,0.768
1262,0.21
1263,0.89
1264,0.996
1265,0.782
1266,0.2
1267,0.914
1268,0.45
1269,0.92
1270,0.492
1271,0.934
1272,0.678
1273,0.668
1274,0.74
1275,0.982
1276,0.536
1277,0.688
1278,0.804
1279,0.666
1280,0.152
1281,1.0
1282,0.896
1283,0.5
1284,0.942
1285,0.946
1286,0.772
1287,0.918
1288,0.944
1289,0.872
1290,0.902
1291,1.0
1292,0.682
1293,0.77
1294,0.842
1295,0.364
1296,0.644
1297,0.136
1298,0.892
1299,0.884
1300,0.972
1301,0.942
1302,0.344
1303,0.644
1304,0.142
1305,0.558
1306,0.81
1307,0.914
1308,0.322
1309,0.682
1310,0.984
1311,0.478
1312,0.296
1313,0.824
1314,0.974
1315,0.13
1316,0.454
1317,0.608
1318,0.996
1319,0.588
1320,0.964
1321,0.258
1322,0.63
1323,0.358
1324,0.682
1325,0.734
1326,0.8
1327,0.962
1328,0.422
1329,0.826
1330,0.938
1331,0.85
1332,0.5
1333,0.972
1334,0.466
1335,0.396
1336,0.916
1337,0.46
1338,0.024
1339,0.776
1340,0.408
1341,0.496
1342,0.674
1343,0.138
1344,0.846
1345,0.982
1346,0.99
1347,0.64
1348,0.264
1349,1.0
1350,0.812
1351,0.94
1352,0.978
1353,0.17
1354,0.946
1355,0.906
1356,0.808
1357,0.45
1358,0.488
1359,0.95
1360,0.636
1361,0.922
1362,0.932
1363,0.994
1364,0.448
1365,0.306
1366,0.574
1367,0.526
1368,0.886
1369,0.826
1370,0.038
1371,0.04
1372,0.87
1373,0.678
1374,0.996
1375,0.53
1376,0.828
1377,0.876
1378,0.866
1379,0.518
1380,0.97
1381,0.246
1382,0.894
1383,0.726
1384,0.548
1385,0.032
1386,0.672
1387,0.97
1388,0.728
1389,0.672
1390,0.446
1391,0.22
1392,0.302
1393,0.918
1394,0.7
1395,0.722
1396,0.294
1397,0.42
1398,0.132
1399,0.928
1400,0.016
1401,0.456
1402,0.51
1403,0.174
1404,0.76
1405,0.674
1406,0.42
1407,0.974
1408,0.972
1409,0.752
1410,0.816
1411,0.516
1412,0.004
1413,0.874
1414,0.966
1415,0.95
1416,0.27
1417,0.648
1418,0.628
1419,0.684
1420,0.314
1421,0.496
1422,0.67
1423,0.314
1424,0.676
1425,0.434
1426,0.088
1427,0.958
1428,0.944
1429,0.81
1430,0.436
1431,0.688
1432,0.632
1433,0.87
1434,0.396
1435,0.462
1436,0.84
1437,0.962
1438,0.406
1439,0.956
1440,0.764
1441,0.148
1442,0.76
1443,0.548
1444,0.982
1445,0.604
1446,0.996
1447,0.35
1448,0.802
1449,0.368
1450,0.304
1451,0.91
1452,0.692
1453,0.336
1454,0.032
1455,0.668
1456,0.472
1457,0.568
1458,0.97
1459,0.812
1460,0.16
1461,0.458
1462,0.542
1463,0.964
1464,0.654
1465,0.846
1466,0.26
1467,0.774
1468,0.274
1469,0.842
1470,0.618
1471,0.86
1472,0.998
1473,0.846
1474,0.63
1475,0.92
1476,0.84
1477,0.852
1478,0.976
1479,0.868
1480,0.902
1481,0.834
1482,0.974
1483,0.738
1484,0.584
1485,0.95
1486,0.388
1487,0.998
1488,0.864
1489,0.068
1490,0.014
1491,0.892
1492,0.18
1493,0.856
1494,0.018
1495,0.814
1496,0.872
1497,0.998
1498,0.66
1499,0.544
1500,0.998
1501,0.346
1502,0.998
1503,0.246
1504,0.998
1505,0.744
1506,0.92
1507,0.954
1508,0.292
1509,0.838
1510,0.296
1511,0.9
1512,0.964
1513,0.822
1514,0.664
1515,0.808
1516,0.57
1517,0.994
1518,0.98
1519,0.004
1520,0.84
1521,0.006
1522,0.882
1523,0.894
1524,0.988
1525,0.132
1526,0.972
1527,0.73
1528,0.35
1529,0.888
1530,0.8
1531,0.952
1532,0.684
1533,0.284
1534,0.424
1535,0.69
1536,0.814
1537,0.59
1538,0.174
1539,0.774
1540,0.8
1541,0.732
1542,0.446
1543,0.994
1544,0.508
1545,0.716
1546,0.824
1547,0.242
1548,0.268
1549,0.596
1550,0.946
1551,0.11
1552,0.974
1553,0.12
1554,0.452
1555,0.768
1556,0.46
1557,0.146
1558,0.964
1559,1.0
1560,0.476
1561,0.39
1562,0.828
1563,0.204
1564,0.21
1565,0.818
1566,0.026
1567,0.112
1568,0.918
1569,1.0
1570,0.928
1571,0.526
1572,0.508
1573,0.532
1574,0.18
1575,0.462
1576,0.158
1577,0.534
1578,0.132
1579,0.026
1580,0.854
1581,0.986
1582,0.638
1583,0.046
1584,0.998
1585,0.042
1586,0.872
1587,0.866
1588,0.56
1589,0.814
1590,0.454
1591,0.94
1592,0.358
1593,0.134
1594,0.87
1595,0.86
1596,0.966
1597,0.71
1598,0.872
1599,0.996
1600,0.594
1601,0.898
1602,0.904
1603,0.394
1604,0.828
1605,0.076
1606,0.65
1607,0.548
1608,0.52
1609,0.974
1610,0.262
1611,0.704
1612,0.77
1613,0.854
1614,0.658
1615,1.0
1616,1.0
1617,0.788
1618,0.996
1619,0.364
1620,0.584
1621,0.944
1622,0.096
1623,0.614
1624,0.418
1625,0.806
1626,0.954
1627,0.94
1628,0.89
1629,0.926
1630,0.418
1631,0.764
1632,0.596
1633,0.79
1634,0.708
1635,0.692
1636,0.354
1637,0.256
1638,0.73
1639,0.966
1640,0.908
1641,0.58
1642,0.918
1643,0.568
1644,0.996
1645,0.952
1646,0.864
1647,0.9
1648,0.858
1649,0.996
1650,0.672
1651,0.828
1652,0.768
1653,0.586
1654,0.992
1655,0.888
1656,0.614
1657,0.072
1658,0.544
1659,0.466
1660,0.738
1661,0.53
1662,0.996
1663,0.614
1664,0.97
1665,0.558
1666,0.638
1667,0.752
1668,0.952
1669,0.382
1670,0.456
1671,0.114
1672,0.972
1673,0.236
1674,0.578
1675,0.606
1676,0.846
1677,0.826
1678,0.046
1679,0.634
1680,0.218
1681,0.178
1682,0.492
1683,0.874
1684,0.454
1685,0.492
1686,0.996
1687,0.996
1688,0.38
1689,0.584
1690,0.98
1691,0.992
1692,0.644
1693,0.99
1694,0.406
1695,0.738
1696,0.97
1697,0.832
1698,0.374
1699,0.68
1700,0.08
1701,0.828
1702,0.948
1703,0.282
1704,0.138
1705,0.748
1706,0.146
1707,0.756
1708,0.622
1709,0.808
1710,0.552
1711,0.67
1712,0.98
1713,0.992
1714,0.934
1715,0.692
1716,0.32
1717,0.33
1718,0.238
1719,0.934
1720,0.964
1721,0.912
1722,0.022
1723,0.952
1724,0.196
1725,0.684
1726,0.944
1727,0.738
1728,0.672
1729,0.274
1730,0.718
1731,0.302
1732,0.422
1733,0.904
1734,0.902
1735,0.582
1736,0.852
1737,0.94
1738,0.934
1739,0.66
1740,0.576
1741,0.404
1742,0.984
1743,0.322
1744,0.166
1745,0.752
1746,0.966
1747,0.938
1748,0.868
1749,0.908
1750,0.72
1751,0.308
1752,0.538
1753,0.798
1754,0.87
1755,0.518
1756,0.086
1757,0.352
1758,0.95
1759,0.456
1760,0.642
1761,0.08
1762,0.878
1763,0.602
1764,0.676
1765,0.474
1766,0.406
1767,0.952
1768,0.138
1769,0.75
1770,0.828
1771,0.95
1772,0.726
1773,0.94
1774,0.626
1775,0.78
1776,0.662
1777,0.66
1778,0.668
1779,0.268
1780,0.974
1781,0.494
1782,0.998
1783,0.99
1784,0.604
1785,0.44
1786,0.708
1787,0.064
1788,0.988
1789,0.264
1790,0.08
1791,0.536
1792,0.916
1793,0.834
1794,0.784
1795,0.918
1796,0.786
1797,0.816
1798,0.064
1799,0.932
1800,0.82
1801,0.956
1802,0.772
1803,0.888
1804,0.988
1805,0.234
1806,0.188
1807,0.99
1808,0.27
1809,0.254
1810,0.95
1811,0.914
1812,0.16
1813,0.688
1814,0.578
1815,0.552
1816,0.966
1817,0.786
1818,0.654
1819,0.092
1820,0.71
1821,0.18
1822,0.544
1823,0.474
1824,0.192
1825,0.588
1826,0.098
1827,0.5
1828,0.332
1829,0.45
1830,0.978
1831,0.45
1832,0.022
1833,0.682
1834,0.838
1835,0.924
1836,0.988
1837,0.714
1838,0.078
1839,0.964
1840,0.372
1841,0.088
1842,0.05
1843,0.896
1844,0.96
1845,0.812
1846,0.734
1847,0.982
1848,0.714
1849,0.236
1850,0.174
1851,0.784
1852,0.698
1853,0.036
1854,0.914
1855,0.998
1856,0.316
1857,0.864
1858,0.082
1859,0.86
1860,0.572
1861,0.078
1862,0.272
1863,0.816
1864,0.196
1865,0.412
1866,0.5
1867,0.99
1868,0.964
1869,0.328
1870,0.404
1871,0.998
1872,0.438
1873,0.768
1874,0.494
1875,0.368
1876,0.714
1877,0.944
1878,0.948
1879,0.98
1880,0.462
1881,0.378
1882,0.97
1883,0.058
1884,0.684
1885,0.22
1886,0.5
1887,0.012
1888,0.038
1889,0.97
1890,0.574
1891,0.842
1892,0.89
1893,0.186
1894,0.922
1895,0.526
1896,0.172
1897,0.504
1898,0.838
1899,0.592
1900,0.63
1901,0.018
1902,0.826
1903,0.176
1904,0.702
1905,0.454
1906,0.864
1907,0.45
1908,0.592
1909,0.112
1910,0.036
1911,0.97
1912,0.506
1913,0.912
1914,0.988
1915,0.638
1916,0.578
1917,0.746
1918,0.808
1919,0.724
1920,0.358
1921,0.552
1922,0.564
1923,0.946
1924,0.764
1925,0.404
1926,0.996
1927,0.19
1928,0.404
1929,0.986
1930,0.736
1931,0.764
1932,0.29
1933,0.514
1934,0.878
1935,0.864
1936,0.896
1937,0.024
1938,0.586
1939,0.34
1940,0.244
1941,0.096
1942,0.412
1943,0.88
1944,0.748
1945,0.998
1946,0.776
1947,0.948
1948,0.13
1949,0.14
1950,0.624
1951,0.242
1952,0.912
1953,1.0
1954,0.95
1955,0.99
1956,0.984
1957,0.202
1958,0.866
1959,0.626
1960,0.52
1961,0.196
1962,0.036
1963,0.8
1964,0.11
1965,0.958
1966,0.776
1967,0.04
1968,0.922
1969,0.392
1970,0.19
1971,0.672
1972,0.204
1973,0.978
1974,0.902
1975,0.634
1976,0.042
1977,0.98
1978,0.084
1979,0.884
1980,0.25
1981,0.892
1982,0.408
1983,0.606
1984,0.416
1985,0.568
1986,0.818
1987,0.976
1988,0.968
1989,0.024
1990,0.672
1991,0.988
1992,0.924
1993,0.992
1994,0.948
1995,0.766
1996,0.954
1997,0.67
1998,0.936
1999,0.998
2000,0.666
2001,0.142
2002,0.134
2003,0.82
2004,0.164
2005,0.352
2006,0.734
2007,0.676
2008,0.168
2009,0.748
2010,0.994
2011,0.908
2012,0.02
2013,0.27
2014,0.222
2015,0.254
2016,0.478
2017,0.712
2018,0.914
2019,0.546
2020,0.91
2021,0.884
2022,0.898
2023,0.43
2024,0.456
2025,0.71
2026,0.92
2027,0.944
2028,0.234
2029,0.554
2030,0.682
2031,0.592
2032,0.954
2033,0.616
2034,0.964
2035,0.33
2036,0.834
2037,0.064
2038,0.794
2039,0.09
2040,0.828
2041,0.632
2042,0.498
2043,1.0
2044,0.706
2045,0.14
2046,0.998
2047,0.188
2048,0.946
2049,0.978
2050,0.808
2051,0.284
2052,0.81
2053,0.11
2054,0.958
2055,0.002
2056,0.732
2057,0.28
2058,0.978
2059,0.062
2060,0.41
2061,0.176
2062,0.262
2063,0.224
2064,0.932
2065,0.564
2066,0.648
2067,0.808
2068,0.912
2069,0.99
2070,0.364
2071,0.97
2072,0.734
2073,0.97
2074,0.766
2075,0.878
2076,0.802
2077,0.858
2078,0.938
2079,0.026
2080,0.69
2081,0.946
2082,0.85
2083,0.88
2084,0.83
2085,0.446
2086,0.83
2087,0.552
2088,0.346
2089,0.626
2090,0.968
2091,0.372
2092,0.796
2093,1.0
2094,0.792
2095,0.976
2096,0.388
2097,0.78
2098,0.628
2099,0.976
2100,0.544
2101,0.988
2102,0.992
2103,0.238
2104,0.416
2105,0.792
2106,0.778
2107,0.708
2108,0.96
2109,0.956
2110,0.314
2111,0.962
2112,0.976
2113,0.522
2114,0.652
2115,0.968
2116,0.996
2117,0.96
2118,0.876
2119,0.178
2120,0.852
2121,0.994
2122,0.76
2123,0.868
2124,0.338
2125,0.976
2126,0.986
2127,0.484
2128,0.09
2129,0.562
2130,0.988
2131,0.732
2132,0.932
2133,0.326
2134,0.062
2135,0.672
2136,0.972
2137,0.998
2138,0.98
2139,0.106
2140,0.982
