id,voting
194,0.623
195,0.403
196,0.624
197,0.877
198,0.282
199,0.4
200,0.528
201,0.825
202,0.611
203,0.741
204,0.642
205,0.789
206,0.286
207,0.813
208,0.781
209,0.462
210,0.469
211,0.607
212,0.554
213,0.654
214,0.451
215,0.575
216,0.793
217,0.74
218,0.276
219,0.708
220,0.748
221,0.619
222,0.36
223,0.66
224,0.198
225,0.559
226,0.416
227,0.704
228,0.674
229,0.615
230,0.759
231,0.598
232,0.455
233,0.898
234,0.701
235,0.7
236,0.555
237,0.63
238,0.173
239,0.743
240,0.861
241,0.494
242,0.533
243,0.788
244,0.346
245,0.739
246,0.707
247,0.582
248,0.428
249,0.392
250,0.64
251,0.283
252,0.643
253,0.405
254,0.581
255,0.5
256,0.704
257,0.45
258,0.9
259,0.427
260,0.532
261,0.426
262,0.7
263,0.41
264,0.416
265,0.591
266,0.729
267,0.585
268,0.737
269,0.672
270,0.69
271,0.575
272,0.836
273,0.431
274,0.916
275,0.625
276,0.563
277,0.783
278,0.271
279,0.652
280,0.412
281,0.907
282,0.527
283,0.562
284,0.67
285,0.457
286,0.343
287,0.752
288,0.749
289,0.522
290,0.824
291,0.88
292,0.376
293,0.527
294,0.674
295,0.393
296,0.477
297,0.684
298,0.602
299,0.775
300,0.649
301,0.915
302,0.712
303,0.563
304,0.604
305,0.802
306,0.663
307,0.587
308,0.67
309,0.411
310,0.469
311,0.423
312,0.219
313,0.73
314,0.555
315,0.746
316,0.619
317,0.52
318,0.726
319,0.792
320,0.73
321,0.405
322,0.727
323,0.446
324,0.445
325,0.88
326,0.555
327,0.728
328,0.552
329,0.815
330,0.532
331,0.538
332,0.821
333,0.571
334,0.673
335,0.766
336,0.5
337,0.728
338,0.411
339,0.746
340,0.744
341,0.681
342,0.499
343,0.627
344,0.381
345,0.661
346,0.827
347,0.707
348,0.774
349,0.517
350,0.452
351,0.277
352,0.666
353,0.594
354,0.669
355,0.514
356,0.416
357,0.531
358,0.878
359,0.712
360,0.746
361,0.398
362,0.482
363,0.698
364,0.734
365,0.7
366,0.499
367,0.478
368,0.569
369,0.801
370,0.539
371,0.711
372,0.6
373,0.364
374,0.438
375,0.633
376,0.575
377,0.536
378,0.737
379,0.572
380,0.337
381,0.617
382,0.554
383,0.848
384,0.509
385,0.598
386,0.45
387,0.765
388,0.656
389,0.642
390,0.62
391,0.724
392,0.823
393,0.552
394,0.507
395,0.695
396,0.86
397,0.477
398,0.329
399,0.759
400,0.467
401,0.716
402,0.345
403,0.503
404,0.558
405,0.72
406,0.339
407,0.442
408,0.57
409,0.595
410,0.865
411,0.45
412,0.882
413,0.315
414,0.695
415,0.313
416,0.539
417,0.731
418,0.463
419,0.463
420,0.812
421,0.67
422,0.845
423,0.551
424,0.495
425,0.691
426,0.718
427,0.607
428,0.85
429,0.322
430,0.535
431,0.603
432,0.378
433,0.731
434,0.457
435,0.364
436,0.725
437,0.705
438,0.848
439,0.447
440,0.259
441,0.44
442,0.345
443,0.427
444,0.358
445,0.701
446,0.768
447,0.579
448,0.798
449,0.678
450,0.869
451,0.677
452,0.781
453,0.771
454,0.817
455,0.829
456,0.752
457,0.878
458,0.884
459,0.74
460,0.414
461,0.705
462,0.586
463,0.808
464,0.795
465,0.566
466,0.332
467,0.449
468,0.664
469,0.847
470,0.663
471,0.623
472,0.477
473,0.388
474,0.871
475,0.719
476,0.448
477,0.379
478,0.887
479,0.759
480,0.526
481,0.551
482,0.598
483,0.151
484,0.409
485,0.847
486,0.58
487,0.855
488,0.41
489,0.439
490,0.459
491,0.294
492,0.793
493,0.534
494,0.582
495,0.579
496,0.244
497,0.93
498,0.57
499,0.733
500,0.542
501,0.578
502,0.709
503,0.669
504,0.246
505,0.45
506,0.738
507,0.183
508,0.535
509,0.809
510,0.596
511,0.538
512,0.671
513,0.716
514,0.43
515,0.663
516,0.548
517,0.349
518,0.846
519,0.633
520,0.577
521,0.283
522,0.514
523,0.762
524,0.389
525,0.562
526,0.928
527,0.704
528,0.582
529,0.68
530,0.863
531,0.894
532,0.545
533,0.585
534,0.492
535,0.33
536,0.752
537,0.603
538,0.551
539,0.764
540,0.904
541,0.718
542,0.584
543,0.414
544,0.659
545,0.792
546,0.561
547,0.388
548,0.605
549,0.626
550,0.755
551,0.349
552,0.839
553,0.722
554,0.286
555,0.61
556,0.41
557,0.826
558,0.564
559,0.549
560,0.578
561,0.204
562,0.587
563,0.638
564,0.606
565,0.673
566,0.89
567,0.617
568,0.727
569,0.582
570,0.606
571,0.497
572,0.767
573,0.566
574,0.583
575,0.535
576,0.393
577,0.758
578,0.735
579,0.85
580,0.193
581,0.743
582,0.786
583,0.628
584,0.369
585,0.732
586,0.634
587,0.121
588,0.273
589,0.534
590,0.662
591,0.536
592,0.544
593,0.722
594,0.376
595,0.646
596,0.754
597,0.267
598,0.536
599,0.566
600,0.542
601,0.623
602,0.519
603,0.43
604,0.915
605,0.572
606,0.478
607,0.353
608,0.593
609,0.475
610,0.674
611,0.648
612,0.731
613,0.556
614,0.547
615,0.591
616,0.45
617,0.619
618,0.221
619,0.663
620,0.816
621,0.542
622,0.893
623,0.647
624,0.707
625,0.74
626,0.556
627,0.825
628,0.832
629,0.535
630,0.373
631,0.659
632,0.763
633,0.797
634,0.486
635,0.409
636,0.574
637,0.514
638,0.743
639,0.597
640,0.581
641,0.856
642,0.445
643,0.531
644,0.576
645,0.74
646,0.934
647,0.426
648,0.523
649,0.81
650,0.64
651,0.745
652,0.418
653,0.388
654,0.454
655,0.741
656,0.701
657,0.607
658,0.856
659,0.472
660,0.729
661,0.649
662,0.571
663,0.49
664,0.712
665,0.581
666,0.595
667,0.663
668,0.547
669,0.461
670,0.841
671,0.748
672,0.679
673,0.759
674,0.57
675,0.629
676,0.559
677,0.519
678,0.595
679,0.742
680,0.719
681,0.701
682,0.58
683,0.754
684,0.769
685,0.362
686,0.365
687,0.529
688,0.647
689,0.547
690,0.298
691,0.532
692,0.655
693,0.349
694,0.428
695,0.556
696,0.5
697,0.567
698,0.742
699,0.805
700,0.543
701,0.467
702,0.821
703,0.622
704,0.182
705,0.893
706,0.742
707,0.272
708,0.667
709,0.871
710,0.839
711,0.369
712,0.677
713,0.677
714,0.588
715,0.674
716,0.491
717,0.616
718,0.646
719,0.448
720,0.633
721,0.5
722,0.569
723,0.629
724,0.848
725,0.683
726,0.738
727,0.526
728,0.828
729,0.904
730,0.78
731,0.74
732,0.848
733,0.406
734,0.743
735,0.65
736,0.679
737,0.662
738,0.621
739,0.539
740,0.218
741,0.652
742,0.402
743,0.855
744,0.702
745,0.885
746,0.759
747,0.402
748,0.806
749,0.528
750,0.767
751,0.382
752,0.512
753,0.75
754,0.748
755,0.376
756,0.727
757,0.465
758,0.897
759,0.794
760,0.263
761,0.47
762,0.746
763,0.705
764,0.871
765,0.52
766,0.653
767,0.372
768,0.559
769,0.422
770,0.737
771,0.508
772,0.503
773,0.461
774,0.494
775,0.693
776,0.66
777,0.558
778,0.75
779,0.593
780,0.634
781,0.462
782,0.784
783,0.604
784,0.664
785,0.634
786,0.276
787,0.758
788,0.727
789,0.236
790,0.531
791,0.912
792,0.333
793,0.838
794,0.476
795,0.788
796,0.522
797,0.52
798,0.545
799,0.787
800,0.518
801,0.655
802,0.687
803,0.483
804,0.663
805,0.573
806,0.376
807,0.793
808,0.415
809,0.854
810,0.6
811,0.534
812,0.392
813,0.565
814,0.712
815,0.328
816,0.573
817,0.633
818,0.498
819,0.931
820,0.646
821,0.576
822,0.527
823,0.555
824,0.603
825,0.768
826,0.677
827,0.389
828,0.42
829,0.644
830,0.888
831,0.379
832,0.68
833,0.764
834,0.258
835,0.713
836,0.861
837,0.724
838,0.566
839,0.646
840,0.719
841,0.539
842,0.421
843,0.708
844,0.81
845,0.417
846,0.858
847,0.589
848,0.737
849,0.451
850,0.632
851,0.654
852,0.735
853,0.697
854,0.534
855,0.603
856,0.666
857,0.763
858,0.663
859,0.87
860,0.731
861,0.728
862,0.815
863,0.815
864,0.612
865,0.407
866,0.561
867,0.777
868,0.331
869,0.531
870,0.534
871,0.875
872,0.518
873,0.664
874,0.493
875,0.398
876,0.669
877,0.417
878,0.684
879,0.722
880,0.454
881,0.598
882,0.662
883,0.619
884,0.491
885,0.57
886,0.57
887,0.536
888,0.418
889,0.674
890,0.854
891,0.718
892,0.555
893,0.551
894,0.791
895,0.707
896,0.505
897,0.594
898,0.651
899,0.776
900,0.793
901,0.679
902,0.359
903,0.284
904,0.433
905,0.354
906,0.45
907,0.866
908,0.508
909,0.496
910,0.488
911,0.762
912,0.877
913,0.588
914,0.66
915,0.871
916,0.541
917,0.625
918,0.223
919,0.613
920,0.673
921,0.653
922,0.562
923,0.749
924,0.794
925,0.369
926,0.725
927,0.908
928,0.648
929,0.623
930,0.707
931,0.364
932,0.411
933,0.716
934,0.743
935,0.653
936,0.729
937,0.901
938,0.67
939,0.674
940,0.639
941,0.58
942,0.555
943,0.905
944,0.374
945,0.53
946,0.912
947,0.738
948,0.485
949,0.337
950,0.686
951,0.283
952,0.777
953,0.215
954,0.317
955,0.44
956,0.644
957,0.442
958,0.823
959,0.585
960,0.607
961,0.662
962,0.224
963,0.647
964,0.669
965,0.662
966,0.648
967,0.589
968,0.201
969,0.8
970,0.586
971,0.423
972,0.612
973,0.525
974,0.775
975,0.655
976,0.553
977,0.424
978,0.748
979,0.554
980,0.702
981,0.792
982,0.352
983,0.231
984,0.882
985,0.602
986,0.606
987,0.386
988,0.793
989,0.767
990,0.601
991,0.768
992,0.477
993,0.845
994,0.648
995,0.767
996,0.78
997,0.566
998,0.358
999,0.661
1000,0.662
1001,0.563
1002,0.569
1003,0.57
1004,0.326
1005,0.631
1006,0.526
1007,0.22
1008,0.647
1009,0.724
1010,0.589
1011,0.596
1012,0.812
1013,0.473
1014,0.882
1015,0.717
1016,0.454
1017,0.797
1018,0.483
1019,0.412
1020,0.294
1021,0.698
1022,0.666
1023,0.33
1024,0.712
1025,0.584
1026,0.499
1027,0.687
1028,0.419
1029,0.531
1030,0.438
1031,0.583
1032,0.546
1033,0.502
1034,0.352
1035,0.609
1036,0.18
1037,0.672
1038,0.773
1039,0.409
1040,0.318
1041,0.528
1042,0.641
1043,0.514
1044,0.638
1045,0.701
1046,0.842
1047,0.83
1048,0.426
1049,0.409
1050,0.46
1051,0.665
1052,0.899
1053,0.784
1054,0.364
1055,0.716
1056,0.646
1057,0.579
1058,0.57
1059,0.79
1060,0.778
1061,0.569
1062,0.571
1063,0.713
1064,0.727
1065,0.682
1066,0.423
1067,0.402
1068,0.556
1069,0.763
1070,0.59
1071,0.66
1072,0.8
1073,0.537
1074,0.83
1075,0.555
1076,0.398
1077,0.671
1078,0.613
1079,0.797
1080,0.777
1081,0.772
1082,0.385
1083,0.433
1084,0.646
1085,0.749
1086,0.588
1087,0.154
1088,0.905
1089,0.4
1090,0.548
1091,0.494
1092,0.383
1093,0.516
1094,0.55
1095,0.621
1096,0.745
1097,0.559
1098,0.653
1099,0.715
1100,0.68
1101,0.817
1102,0.33
1103,0.533
1104,0.672
1105,0.552
1106,0.379
1107,0.605
1108,0.629
1109,0.649
1110,0.516
1111,0.58
1112,0.669
1113,0.85
1114,0.449
1115,0.677
1116,0.308
1117,0.474
1118,0.672
1119,0.447
1120,0.773
1121,0.768
1122,0.419
1123,0.422
1124,0.64
1125,0.422
1126,0.793
1127,0.424
1128,0.66
1129,0.647
1130,0.763
1131,0.707
1132,0.644
1133,0.62
1134,0.889
1135,0.425
1136,0.558
1137,0.605
1138,0.845
1139,0.543
1140,0.588
1141,0.573
1142,0.455
1143,0.756
1144,0.598
1145,0.451
1146,0.882
1147,0.746
1148,0.594
1149,0.691
1150,0.49
1151,0.434
1152,0.411
1153,0.423
1154,0.742
1155,0.393
1156,0.739
1157,0.729
1158,0.505
1159,0.472
1160,0.484
1161,0.799
1162,0.611
1163,0.839
1164,0.566
1165,0.478
1166,0.694
1167,0.424
1168,0.785
1169,0.35
1170,0.836
1171,0.457
1172,0.156
1173,0.554
1174,0.415
1175,0.466
1176,0.726
1177,0.625
1178,0.36
1179,0.601
1180,0.701
1181,0.354
1182,0.663
1183,0.703
1184,0.832
1185,0.628
1186,0.398
1187,0.909
1188,0.434
1189,0.477
1190,0.462
1191,0.412
1192,0.613
1193,0.792
1194,0.408
1195,0.834
1196,0.461
1197,0.478
1198,0.813
1199,0.578
1200,0.881
1201,0.49
1202,0.751
1203,0.621
1204,0.63
1205,0.746
1206,0.315
1207,0.453
1208,0.708
1209,0.747
1210,0.849
1211,0.459
1212,0.818
1213,0.532
1214,0.581
1215,0.59
1216,0.593
1217,0.754
1218,0.306
1219,0.603
1220,0.656
1221,0.292
1222,0.716
1223,0.608
1224,0.418
1225,0.777
1226,0.605
1227,0.314
1228,0.575
1229,0.377
1230,0.542
1231,0.478
1232,0.737
1233,0.804
1234,0.493
1235,0.317
1236,0.737
1237,0.82
1238,0.575
1239,0.532
1240,0.203
1241,0.599
1242,0.416
1243,0.492
1244,0.218
1245,0.657
1246,0.641
1247,0.511
1248,0.727
1249,0.549
1250,0.459
1251,0.754
1252,0.509
1253,0.516
1254,0.76
1255,0.64
1256,0.388
1257,0.65
1258,0.741
1259,0.485
1260,0.579
1261,0.467
1262,0.823
1263,0.46
1264,0.583
1265,0.646
1266,0.656
1267,0.715
1268,0.451
1269,0.593
1270,0.712
1271,0.536
1272,0.489
1273,0.571
1274,0.755
1275,0.778
1276,0.798
1277,0.917
1278,0.623
1279,0.57
1280,0.467
1281,0.727
1282,0.658
1283,0.534
1284,0.454
1285,0.542
1286,0.853
1287,0.37
1288,0.798
1289,0.226
1290,0.586
1291,0.595
1292,0.691
1293,0.456
1294,0.575
1295,0.752
1296,0.877
1297,0.724
1298,0.773
1299,0.757
1300,0.458
1301,0.608
1302,0.858
1303,0.773
1304,0.664
1305,0.527
1306,0.767
1307,0.587
1308,0.872
1309,0.884
1310,0.505
1311,0.906
1312,0.728
1313,0.752
1314,0.722
1315,0.549
1316,0.832
1317,0.877
1318,0.445
1319,0.413
1320,0.472
1321,0.435
1322,0.836
1323,0.624
1324,0.871
1325,0.608
1326,0.8
1327,0.694
1328,0.696
1329,0.7
1330,0.602
1331,0.409
1332,0.744
1333,0.782
1334,0.488
1335,0.583
1336,0.667
1337,0.518
1338,0.579
1339,0.634
1340,0.599
1341,0.439
1342,0.679
1343,0.63
1344,0.581
1345,0.374
1346,0.619
1347,0.358
1348,0.598
1349,0.56
1350,0.812
1351,0.843
1352,0.517
1353,0.519
1354,0.591
1355,0.447
1356,0.436
1357,0.797
1358,0.547
1359,0.528
1360,0.473
1361,0.46
1362,0.723
1363,0.511
1364,0.76
1365,0.552
1366,0.674
1367,0.184
1368,0.62
1369,0.4
1370,0.553
1371,0.158
1372,0.755
1373,0.783
1374,0.692
1375,0.62
1376,0.343
1377,0.605
1378,0.548
1379,0.701
1380,0.173
1381,0.667
1382,0.28
1383,0.618
1384,0.524
1385,0.882
1386,0.446
1387,0.72
1388,0.346
1389,0.428
1390,0.582
1391,0.748
1392,0.684
1393,0.736
1394,0.518
1395,0.168
1396,0.44
1397,0.545
1398,0.591
1399,0.601
1400,0.777
1401,0.57
1402,0.88
1403,0.68
1404,0.336
1405,0.635
1406,0.719
1407,0.498
1408,0.493
1409,0.634
1410,0.695
1411,0.891
1412,0.689
1413,0.396
1414,0.456
1415,0.777
1416,0.617
1417,0.641
1418,0.749
1419,0.663
1420,0.589
1421,0.902
1422,0.497
1423,0.636
1424,0.691
1425,0.619
1426,0.538
1427,0.481
1428,0.896
1429,0.49
1430,0.717
1431,0.697
1432,0.478
1433,0.46
1434,0.748
1435,0.57
1436,0.661
1437,0.556
1438,0.655
1439,0.622
1440,0.826
1441,0.396
1442,0.219
1443,0.642
1444,0.748
1445,0.554
1446,0.591
1447,0.549
1448,0.398
1449,0.485
1450,0.825
1451,0.706
1452,0.605
1453,0.286
1454,0.386
1455,0.674
1456,0.873
1457,0.861
1458,0.279
1459,0.603
1460,0.736
1461,0.692
1462,0.706
1463,0.89
1464,0.516
1465,0.558
1466,0.615
1467,0.731
1468,0.526
1469,0.632
1470,0.488
1471,0.78
1472,0.557
1473,0.394
1474,0.657
1475,0.481
1476,0.805
1477,0.524
1478,0.556
1479,0.591
1480,0.758
1481,0.601
1482,0.486
1483,0.311
1484,0.524
1485,0.537
1486,0.376
1487,0.804
1488,0.601
1489,0.764
1490,0.455
1491,0.556
1492,0.684
1493,0.432
1494,0.649
1495,0.806
1496,0.511
1497,0.767
1498,0.739
1499,0.749
1500,0.624
1501,0.366
1502,0.507
1503,0.757
1504,0.619
1505,0.89
1506,0.738
1507,0.595
1508,0.593
1509,0.525
1510,0.524
1511,0.887
1512,0.763
1513,0.175
1514,0.56
1515,0.722
1516,0.29
1517,0.619
1518,0.737
1519,0.886
1520,0.681
1521,0.302
1522,0.849
1523,0.537
1524,0.232
1525,0.46
1526,0.736
1527,0.517
1528,0.656
1529,0.748
1530,0.418
1531,0.797
1532,0.693
1533,0.86
1534,0.37
1535,0.635
1536,0.557
1537,0.597
1538,0.506
1539,0.226
1540,0.502
1541,0.588
1542,0.793
1543,0.903
1544,0.359
1545,0.373
1546,0.664
1547,0.893
1548,0.703
1549,0.778
1550,0.753
1551,0.63
1552,0.567
1553,0.747
1554,0.469
1555,0.615
1556,0.739
1557,0.576
1558,0.753
1559,0.629
1560,0.383
1561,0.597
1562,0.686
1563,0.325
1564,0.618
1565,0.566
1566,0.585
1567,0.878
1568,0.674
1569,0.431
1570,0.572
1571,0.379
1572,0.795
1573,0.434
1574,0.809
1575,0.503
1576,0.847
1577,0.613
1578,0.516
1579,0.483
1580,0.353
1581,0.574
1582,0.606
1583,0.415
1584,0.66
1585,0.452
1586,0.826
1587,0.48
1588,0.603
1589,0.798
1590,0.56
1591,0.695
1592,0.668
1593,0.554
1594,0.522
1595,0.563
1596,0.901
1597,0.779
1598,0.712
1599,0.724
1600,0.85
1601,0.592
1602,0.501
1603,0.809
1604,0.798
1605,0.494
1606,0.741
1607,0.643
1608,0.493
1609,0.545
1610,0.76
1611,0.72
1612,0.609
1613,0.255
1614,0.603
1615,0.794
1616,0.586
1617,0.281
1618,0.589
1619,0.534
1620,0.561
1621,0.372
1622,0.407
1623,0.707
1624,0.504
1625,0.607
1626,0.53
1627,0.526
1628,0.521
1629,0.438
1630,0.685
1631,0.654
1632,0.583
1633,0.756
1634,0.763
1635,0.414
1636,0.692
1637,0.673
1638,0.629
1639,0.692
1640,0.722
1641,0.646
1642,0.602
1643,0.485
1644,0.734
1645,0.803
1646,0.609
1647,0.66
1648,0.442
1649,0.518
1650,0.574
1651,0.665
1652,0.609
1653,0.396
1654,0.607
1655,0.727
1656,0.697
1657,0.535
1658,0.824
1659,0.772
1660,0.764
1661,0.734
1662,0.88
1663,0.563
1664,0.641
1665,0.697
1666,0.516
1667,0.529
1668,0.232
1669,0.271
1670,0.439
1671,0.445
1672,0.207
1673,0.604
1674,0.643
1675,0.644
1676,0.703
1677,0.528
1678,0.658
1679,0.792
1680,0.766
1681,0.811
1682,0.663
1683,0.574
1684,0.63
1685,0.466
1686,0.406
1687,0.702
1688,0.523
1689,0.505
1690,0.65
1691,0.847
1692,0.869
1693,0.587
1694,0.636
1695,0.588
1696,0.783
1697,0.643
1698,0.267
1699,0.656
1700,0.904
1701,0.474
1702,0.721
1703,0.369
1704,0.419
1705,0.669
1706,0.559
1707,0.486
1708,0.596
1709,0.627
1710,0.346
1711,0.617
1712,0.45
1713,0.537
1714,0.663
1715,0.676
1716,0.511
1717,0.901
1718,0.52
1719,0.337
1720,0.669
1721,0.899
1722,0.42
1723,0.332
1724,0.513
1725,0.938
1726,0.908
1727,0.54
1728,0.687
1729,0.342
1730,0.563
1731,0.601
1732,0.578
1733,0.585
1734,0.741
1735,0.904
1736,0.614
1737,0.423
1738,0.888
1739,0.916
1740,0.529
1741,0.684
1742,0.545
1743,0.547
1744,0.153
1745,0.778
1746,0.869
1747,0.454
1748,0.743
1749,0.241
1750,0.295
1751,0.73
1752,0.704
1753,0.892
1754,0.836
1755,0.553
1756,0.858
1757,0.697
1758,0.836
1759,0.722
1760,0.625
1761,0.683
1762,0.783
1763,0.737
1764,0.75
1765,0.372
1766,0.473
1767,0.889
1768,0.831
1769,0.575
1770,0.619
1771,0.785
1772,0.871
1773,0.705
1774,0.616
1775,0.419
1776,0.607
1777,0.178
1778,0.539
1779,0.751
1780,0.499
1781,0.662
1782,0.54
1783,0.805
1784,0.596
1785,0.708
1786,0.687
1787,0.704
1788,0.837
1789,0.576
1790,0.842
1791,0.67
1792,0.561
1793,0.794
1794,0.285
1795,0.871
1796,0.648
1797,0.536
1798,0.599
1799,0.597
1800,0.594
1801,0.749
1802,0.874
1803,0.681
1804,0.68
1805,0.584
1806,0.607
1807,0.612
1808,0.525
1809,0.729
1810,0.24
1811,0.616
1812,0.643
1813,0.641
1814,0.634
1815,0.459
1816,0.634
1817,0.6
1818,0.727
1819,0.545
1820,0.665
1821,0.557
1822,0.454
1823,0.458
1824,0.363
1825,0.792
1826,0.638
1827,0.398
1828,0.512
1829,0.863
1830,0.538
1831,0.717
1832,0.705
1833,0.422
1834,0.405
1835,0.802
1836,0.277
1837,0.487
1838,0.465
1839,0.47
1840,0.741
1841,0.429
1842,0.63
1843,0.366
1844,0.694
1845,0.726
1846,0.78
1847,0.693
1848,0.518
1849,0.645
1850,0.424
1851,0.587
1852,0.508
1853,0.757
1854,0.674
1855,0.764
1856,0.504
1857,0.438
1858,0.765
1859,0.91
1860,0.464
1861,0.575
1862,0.745
1863,0.647
1864,0.609
1865,0.854
1866,0.538
1867,0.789
1868,0.414
1869,0.686
1870,0.904
1871,0.753
1872,0.621
1873,0.599
1874,0.657
1875,0.502
1876,0.741
1877,0.354
1878,0.335
1879,0.91
1880,0.68
1881,0.71
1882,0.638
1883,0.667
1884,0.111
1885,0.871
1886,0.782
1887,0.685
1888,0.699
1889,0.179
1890,0.622
1891,0.768
1892,0.629
1893,0.538
1894,0.471
1895,0.65
1896,0.421
1897,0.434
1898,0.411
1899,0.66
1900,0.323
1901,0.68
1902,0.332
1903,0.858
1904,0.63
1905,0.631
1906,0.356
1907,0.252
1908,0.665
1909,0.647
1910,0.643
1911,0.72
1912,0.468
1913,0.195
1914,0.744
1915,0.613
1916,0.267
1917,0.707
1918,0.688
1919,0.307
1920,0.573
1921,0.623
1922,0.54
1923,0.366
1924,0.553
1925,0.843
1926,0.577
1927,0.301
1928,0.654
1929,0.458
1930,0.802
1931,0.887
1932,0.389
1933,0.37
1934,0.749
1935,0.62
1936,0.867
1937,0.554
1938,0.522
1939,0.868
1940,0.365
1941,0.387
1942,0.907
1943,0.571
1944,0.333
1945,0.613
1946,0.678
1947,0.876
1948,0.566
1949,0.829
1950,0.611
1951,0.727
1952,0.568
1953,0.736
1954,0.833
1955,0.543
1956,0.532
1957,0.414
1958,0.548
1959,0.646
1960,0.685
1961,0.683
1962,0.676
1963,0.648
1964,0.601
1965,0.697
1966,0.739
1967,0.69
1968,0.815
1969,0.728
1970,0.509
1971,0.878
1972,0.448
1973,0.66
1974,0.865
1975,0.752
1976,0.397
1977,0.575
1978,0.399
1979,0.708
1980,0.597
1981,0.714
1982,0.508
1983,0.656
1984,0.687
1985,0.837
1986,0.633
1987,0.847
1988,0.814
1989,0.658
1990,0.57
1991,0.562
1992,0.693
1993,0.667
1994,0.719
1995,0.576
1996,0.706
1997,0.802
1998,0.491
1999,0.796
2000,0.518
2001,0.778
2002,0.784
2003,0.588
2004,0.845
2005,0.491
2006,0.585
2007,0.544
2008,0.38
2009,0.671
2010,0.645
2011,0.618
2012,0.54
2013,0.78
2014,0.769
2015,0.665
2016,0.864
2017,0.722
2018,0.433
2019,0.852
2020,0.598
2021,0.53
2022,0.707
2023,0.509
2024,0.414
2025,0.665
2026,0.621
2027,0.914
2028,0.705
2029,0.545
2030,0.708
2031,0.776
2032,0.239
2033,0.714
2034,0.356
2035,0.379
2036,0.536
2037,0.63
2038,0.67
2039,0.526
2040,0.639
2041,0.706
2042,0.727
2043,0.73
2044,0.764
2045,0.837
2046,0.746
2047,0.411
2048,0.338
2049,0.205
2050,0.586
2051,0.638
2052,0.739
2053,0.483
2054,0.694
2055,0.709
2056,0.67
2057,0.66
2058,0.576
2059,0.755
2060,0.222
2061,0.559
2062,0.602
2063,0.887
2064,0.795
2065,0.271
2066,0.632
2067,0.596
2068,0.595
2069,0.609
2070,0.679
2071,0.811
2072,0.366
2073,0.67
2074,0.614
2075,0.83
2076,0.392
2077,0.521
2078,0.28
2079,0.755
2080,0.728
2081,0.74
2082,0.452
2083,0.455
2084,0.737
2085,0.607
2086,0.701
2087,0.585
2088,0.601
2089,0.907
2090,0.396
2091,0.856
2092,0.793
2093,0.491
2094,0.633
2095,0.693
2096,0.554
2097,0.587
2098,0.653
2099,0.585
2100,0.748
2101,0.737
2102,0.591
2103,0.634
2104,0.715
2105,0.585
2106,0.57
2107,0.553
2108,0.371
2109,0.628
2110,0.534
2111,0.723
2112,0.748
2113,0.4
2114,0.711
2115,0.494
2116,0.769
2117,0.165
2118,0.436
2119,0.782
2120,0.21
2121,0.647
2122,0.618
2123,0.826
2124,0.305
2125,0.528
2126,0.756
2127,0.672
2128,0.319
2129,0.492
2130,0.494
2131,0.581
2132,0.697
2133,0.419
2134,0.483
2135,0.906
2136,0.47
2137,0.657
2138,0.483
2139,0.603
2140,0.346
