id,voting
224,0.64
225,0.56
226,0.48
227,0.62
228,0.7
229,0.34
230,0.44
231,0.56
232,0.68
233,0.46
234,0.5
235,0.66
236,0.58
237,0.78
238,0.74
239,0.4
240,0.68
241,0.46
242,0.54
243,0.64
244,0.4
245,0.5
246,0.68
247,0.52
248,0.68
249,0.68
250,0.66
251,0.8
252,0.58
253,0.68
254,0.54
255,0.58
256,0.66
257,0.64
258,0.74
259,0.46
260,0.52
261,0.72
262,0.52
263,0.48
264,0.5
265,0.46
266,0.5
267,0.48
268,0.56
269,0.6
270,0.3
271,0.6
272,0.6
273,0.66
274,0.66
275,0.66
276,0.56
277,0.62
278,0.7
279,0.64
280,0.68
281,0.56
282,0.62
283,0.78
284,0.54
285,0.62
286,0.7
287,0.8
288,0.8
289,0.64
290,0.74
291,0.42
292,0.54
293,0.58
294,0.6
295,0.5
296,0.8
297,0.36
298,0.72
299,0.58
300,0.58
301,0.78
302,0.42
303,0.44
304,0.68
305,0.74
306,0.42
307,0.58
308,0.54
309,0.6
310,0.74
311,0.56
312,0.62
313,0.48
314,0.72
315,0.64
316,0.7
317,0.58
318,0.66
319,0.5
320,0.58
321,0.7
322,0.5
323,0.5
324,0.78
325,0.64
326,0.76
327,0.74
328,0.74
329,0.52
330,0.56
331,0.4
332,0.34
333,0.56
334,0.5
335,0.48
336,0.68
337,0.32
338,0.4
339,0.48
340,0.62
341,0.56
342,0.52
343,0.58
344,0.68
345,0.52
346,0.42
347,0.52
348,0.62
349,0.66
350,0.52
351,0.5
352,0.5
353,0.56
354,0.7
355,0.58
356,0.68
357,0.64
358,0.64
359,0.62
360,0.64
361,0.7
362,0.72
363,0.52
364,0.74
365,0.72
366,0.52
367,0.64
368,0.52
369,0.56
370,0.58
371,0.72
372,0.34
373,0.48
374,0.74
375,0.66
376,0.58
377,0.68
378,0.56
379,0.6
380,0.68
381,0.46
382,0.62
383,0.6
384,0.56
385,0.62
386,0.78
387,0.66
388,0.66
389,0.54
390,0.64
391,0.7
392,0.62
393,0.8
394,0.6
395,0.46
396,0.62
397,0.46
398,0.52
399,0.58
400,0.6
401,0.44
402,0.62
403,0.66
404,0.6
405,0.44
406,0.32
407,0.66
408,0.52
409,0.58
410,0.56
411,0.56
412,0.42
413,0.54
414,0.6
415,0.78
416,0.5
417,0.62
418,0.58
419,0.54
420,0.78
421,0.68
422,0.76
423,0.5
424,0.44
425,0.46
426,0.62
427,0.72
428,0.7
429,0.64
430,0.64
431,0.42
432,0.64
433,0.6
434,0.58
435,0.78
436,0.7
437,0.72
438,0.5
439,0.4
440,0.52
441,0.5
442,0.32
443,0.82
444,0.74
445,0.74
446,0.84
447,0.7
448,0.62
449,0.72
450,0.5
451,0.62
452,0.68
453,0.8
454,0.54
455,0.56
456,0.68
457,0.56
458,0.66
459,0.66
460,0.72
461,0.7
462,0.66
463,0.5
464,0.6
465,0.68
466,0.64
467,0.42
468,0.66
469,0.64
470,0.58
471,0.58
472,0.74
473,0.56
474,0.54
475,0.8
476,0.58
477,0.46
478,0.66
479,0.7
480,0.68
481,0.72
482,0.62
483,0.68
484,0.76
485,0.5
486,0.44
487,0.62
488,0.68
489,0.46
490,0.62
491,0.7
492,0.64
493,0.68
494,0.46
495,0.56
496,0.66
497,0.58
498,0.6
499,0.44
500,0.74
501,0.62
502,0.5
503,0.64
504,0.56
505,0.68
506,0.48
507,0.44
508,0.72
509,0.5
510,0.56
511,0.58
512,0.44
513,0.5
514,0.62
515,0.62
516,0.56
517,0.42
518,0.5
519,0.76
520,0.54
521,0.6
522,0.62
523,0.76
524,0.4
525,0.56
526,0.74
527,0.7
528,0.68
529,0.68
530,0.68
531,0.66
532,0.72
533,0.66
534,0.72
535,0.54
536,0.6
537,0.6
538,0.6
539,0.64
540,0.34
541,0.56
542,0.68
543,0.6
544,0.72
545,0.46
546,0.58
547,0.68
548,0.54
549,0.66
550,0.72
551,0.62
552,0.44
553,0.58
554,0.8
555,0.5
556,0.5
557,0.72
558,0.72
559,0.62
560,0.68
561,0.72
562,0.78
563,0.54
564,0.78
565,0.46
566,0.26
567,0.44
568,0.54
569,0.64
570,0.62
571,0.7
572,0.48
573,0.74
574,0.48
575,0.66
576,0.78
577,0.74
578,0.74
579,0.6
580,0.52
581,0.4
582,0.62
583,0.8
584,0.38
585,0.64
586,0.44
587,0.74
588,0.62
589,0.74
590,0.66
591,0.54
592,0.64
593,0.5
594,0.46
595,0.64
596,0.48
597,0.62
598,0.66
599,0.68
600,0.72
601,0.3
602,0.42
603,0.86
604,0.44
605,0.64
606,0.7
607,0.82
608,0.68
609,0.64
610,0.5
611,0.68
612,0.54
613,0.48
614,0.76
615,0.54
616,0.54
617,0.52
618,0.56
619,0.52
620,0.64
621,0.56
622,0.76
623,0.64
624,0.56
625,0.68
626,0.7
627,0.72
628,0.58
629,0.5
630,0.62
631,0.52
632,0.54
633,0.64
634,0.76
635,0.52
636,0.38
637,0.44
638,0.54
639,0.56
640,0.62
641,0.64
642,0.74
643,0.7
644,0.6
645,0.56
646,0.62
647,0.66
648,0.44
649,0.66
650,0.5
651,0.64
652,0.44
653,0.84
654,0.54
655,0.58
656,0.66
657,0.54
658,0.72
659,0.56
660,0.56
661,0.64
662,0.52
663,0.6
664,0.76
665,0.64
666,0.46
667,0.58
668,0.6
669,0.62
670,0.5
671,0.52
672,0.48
673,0.62
674,0.76
675,0.58
676,0.48
677,0.7
678,0.72
679,0.32
680,0.74
681,0.56
682,0.58
683,0.56
684,0.52
685,0.82
686,0.46
687,0.54
688,0.5
689,0.68
690,0.52
691,0.52
692,0.38
693,0.56
694,0.48
695,0.64
696,0.7
697,0.66
698,0.72
699,0.64
700,0.72
701,0.66
702,0.7
703,0.52
704,0.68
705,0.42
706,0.68
707,0.48
708,0.74
709,0.7
710,0.62
711,0.68
712,0.68
713,0.74
714,0.66
715,0.44
716,0.48
717,0.72
718,0.62
719,0.56
720,0.48
721,0.7
722,0.68
723,0.82
724,0.7
725,0.48
726,0.66
727,0.7
728,0.52
729,0.7
730,0.72
731,0.58
732,0.38
733,0.28
734,0.56
735,0.62
736,0.58
737,0.38
738,0.52
739,0.52
740,0.3
741,0.52
742,0.66
743,0.72
744,0.64
745,0.54
746,0.62
747,0.56
748,0.42
749,0.68
750,0.68
751,0.46
752,0.74
753,0.56
754,0.62
755,0.68
756,0.36
757,0.58
758,0.56
759,0.46
760,0.46
761,0.56
762,0.72
763,0.56
764,0.68
765,0.6
766,0.54
767,0.8
768,0.66
769,0.72
770,0.46
771,0.4
772,0.72
773,0.56
774,0.7
775,0.62
776,0.5
777,0.54
778,0.52
779,0.78
780,0.58
781,0.54
782,0.52
783,0.62
784,0.52
785,0.64
786,0.62
787,0.58
788,0.48
789,0.26
790,0.72
791,0.76
792,0.32
793,0.56
794,0.72
795,0.8
796,0.54
797,0.64
798,0.54
799,0.62
800,0.54
801,0.62
802,0.46
803,0.64
804,0.4
805,0.68
806,0.42
807,0.52
808,0.8
809,0.46
810,0.62
811,0.46
812,0.62
813,0.8
814,0.76
815,0.48
816,0.74
817,0.58
818,0.64
819,0.66
820,0.72
821,0.5
822,0.64
823,0.74
824,0.78
825,0.4
826,0.62
827,0.48
828,0.38
829,0.58
830,0.56
831,0.78
832,0.7
833,0.6
834,0.6
835,0.64
836,0.6
837,0.48
838,0.66
839,0.7
840,0.54
841,0.62
842,0.54
843,0.46
844,0.68
845,0.48
846,0.68
847,0.78
848,0.36
849,0.44
850,0.54
851,0.66
852,0.42
853,0.52
854,0.8
855,0.64
856,0.52
857,0.8
858,0.56
859,0.42
860,0.52
861,0.82
862,0.6
863,0.56
864,0.72
865,0.58
866,0.66
867,0.64
868,0.64
869,0.72
870,0.6
871,0.82
872,0.56
873,0.52
874,0.5
875,0.54
876,0.56
877,0.68
878,0.64
879,0.56
880,0.5
881,0.7
882,0.56
883,0.6
884,0.86
885,0.56
886,0.34
887,0.62
888,0.64
889,0.54
890,0.42
891,0.6
892,0.7
893,0.66
894,0.56
895,0.6
896,0.54
897,0.58
898,0.66
899,0.56
900,0.56
901,0.7
902,0.74
903,0.44
904,0.44
905,0.58
906,0.5
907,0.72
908,0.62
909,0.5
910,0.62
911,0.52
912,0.78
913,0.7
914,0.66
915,0.46
916,0.48
917,0.68
918,0.42
919,0.5
920,0.68
921,0.5
922,0.66
923,0.68
924,0.66
925,0.68
926,0.72
927,0.52
928,0.68
929,0.72
930,0.68
931,0.48
932,0.58
933,0.72
934,0.58
935,0.44
936,0.62
937,0.6
938,0.6
939,0.4
940,0.62
941,0.44
942,0.44
943,0.54
944,0.46
945,0.46
946,0.62
947,0.58
948,0.64
949,0.48
950,0.68
951,0.7
952,0.48
953,0.46
954,0.44
955,0.56
956,0.48
957,0.64
958,0.78
959,0.5
960,0.52
961,0.44
962,0.66
963,0.72
964,0.48
965,0.6
966,0.72
967,0.62
968,0.52
969,0.6
970,0.62
971,0.52
972,0.44
973,0.52
974,0.36
975,0.4
976,0.38
977,0.66
978,0.56
979,0.38
980,0.64
981,0.56
982,0.5
983,0.5
984,0.82
985,0.78
986,0.54
987,0.58
988,0.54
989,0.5
990,0.62
991,0.48
992,0.66
993,0.62
994,0.36
995,0.58
996,0.58
997,0.58
998,0.66
999,0.58
1000,0.58
1001,0.62
1002,0.64
1003,0.68
1004,0.5
1005,0.48
1006,0.62
1007,0.54
1008,0.72
1009,0.78
1010,0.78
1011,0.38
1012,0.54
1013,0.5
1014,0.64
1015,0.46
1016,0.56
1017,0.54
1018,0.66
1019,0.58
1020,0.54
1021,0.5
1022,0.64
1023,0.62
1024,0.42
1025,0.34
1026,0.54
1027,0.58
1028,0.52
1029,0.78
1030,0.62
1031,0.68
1032,0.6
1033,0.68
1034,0.64
1035,0.72
1036,0.66
1037,0.64
1038,0.58
1039,0.46
1040,0.64
1041,0.52
1042,0.58
1043,0.56
1044,0.68
1045,0.64
1046,0.58
1047,0.56
1048,0.72
1049,0.6
1050,0.52
1051,0.74
1052,0.64
1053,0.54
1054,0.7
1055,0.66
1056,0.62
1057,0.68
1058,0.4
1059,0.64
1060,0.8
1061,0.36
1062,0.52
1063,0.44
1064,0.44
1065,0.42
1066,0.52
1067,0.62
1068,0.66
1069,0.5
1070,0.5
1071,0.64
1072,0.7
1073,0.54
1074,0.5
1075,0.36
1076,0.68
1077,0.44
1078,0.62
1079,0.68
1080,0.66
1081,0.64
1082,0.66
1083,0.54
1084,0.28
1085,0.48
1086,0.54
1087,0.66
1088,0.62
1089,0.62
1090,0.82
1091,0.44
1092,0.76
1093,0.58
1094,0.62
1095,0.62
1096,0.58
1097,0.48
1098,0.64
1099,0.7
1100,0.6
1101,0.58
1102,0.46
1103,0.8
1104,0.6
1105,0.76
1106,0.5
1107,0.66
1108,0.7
1109,0.4
1110,0.48
1111,0.86
1112,0.7
1113,0.74
1114,0.72
1115,0.64
1116,0.66
1117,0.62
1118,0.52
1119,0.56
1120,0.58
1121,0.6
1122,0.54
1123,0.64
1124,0.46
1125,0.54
1126,0.82
1127,0.62
1128,0.5
1129,0.5
1130,0.54
1131,0.32
1132,0.62
1133,0.68
1134,0.72
1135,0.58
1136,0.62
1137,0.6
1138,0.54
1139,0.74
1140,0.66
1141,0.7
1142,0.7
1143,0.54
1144,0.86
1145,0.56
1146,0.66
1147,0.42
1148,0.42
1149,0.46
1150,0.82
1151,0.62
1152,0.7
1153,0.72
1154,0.7
1155,0.88
1156,0.7
1157,0.6
1158,0.56
1159,0.66
1160,0.68
1161,0.62
1162,0.58
1163,0.7
1164,0.56
1165,0.7
1166,0.76
1167,0.74
1168,0.6
1169,0.76
1170,0.62
1171,0.28
1172,0.6
1173,0.62
1174,0.54
1175,0.64
1176,0.36
1177,0.74
1178,0.74
1179,0.72
1180,0.42
1181,0.46
1182,0.68
1183,0.62
1184,0.52
1185,0.58
1186,0.64
1187,0.58
1188,0.56
1189,0.5
1190,0.58
1191,0.54
1192,0.68
1193,0.62
1194,0.58
1195,0.58
1196,0.7
1197,0.6
1198,0.6
1199,0.48
1200,0.54
1201,0.68
1202,0.42
1203,0.64
1204,0.42
1205,0.54
1206,0.38
1207,0.66
1208,0.72
1209,0.68
1210,0.84
1211,0.7
1212,0.6
1213,0.62
1214,0.48
1215,0.72
1216,0.44
1217,0.7
1218,0.64
1219,0.46
1220,0.44
1221,0.52
1222,0.62
1223,0.78
1224,0.4
1225,0.68
1226,0.4
1227,0.74
1228,0.64
1229,0.6
1230,0.62
1231,0.58
1232,0.7
1233,0.64
1234,0.5
1235,0.56
1236,0.66
1237,0.62
1238,0.6
1239,0.6
1240,0.34
1241,0.72
1242,0.58
1243,0.66
1244,0.4
1245,0.5
1246,0.66
1247,0.58
1248,0.72
1249,0.76
1250,0.8
1251,0.86
1252,0.6
1253,0.8
1254,0.62
1255,0.7
1256,0.54
1257,0.72
1258,0.72
1259,0.5
1260,0.56
1261,0.66
1262,0.4
1263,0.56
1264,0.6
1265,0.68
1266,0.56
1267,0.7
1268,0.4
1269,0.66
1270,0.36
1271,0.66
1272,0.56
1273,0.6
1274,0.7
1275,0.72
1276,0.54
1277,0.56
1278,0.56
1279,0.6
1280,0.52
1281,0.76
1282,0.68
1283,0.54
1284,0.6
1285,0.74
1286,0.72
1287,0.7
1288,0.68
1289,0.62
1290,0.74
1291,0.78
1292,0.64
1293,0.62
1294,0.52
1295,0.7
1296,0.6
1297,0.56
1298,0.72
1299,0.72
1300,0.78
1301,0.74
1302,0.64
1303,0.6
1304,0.54
1305,0.52
1306,0.62
1307,0.58
1308,0.5
1309,0.6
1310,0.76
1311,0.48
1312,0.62
1313,0.74
1314,0.56
1315,0.44
1316,0.72
1317,0.68
1318,0.74
1319,0.58
1320,0.68
1321,0.58
1322,0.58
1323,0.52
1324,0.52
1325,0.72
1326,0.56
1327,0.72
1328,0.66
1329,0.54
1330,0.56
1331,0.72
1332,0.58
1333,0.72
1334,0.46
1335,0.36
1336,0.54
1337,0.5
1338,0.3
1339,0.48
1340,0.64
1341,0.6
1342,0.7
1343,0.42
1344,0.52
1345,0.72
1346,0.78
1347,0.54
1348,0.34
1349,0.7
1350,0.66
1351,0.66
1352,0.78
1353,0.2
1354,0.74
1355,0.66
1356,0.66
1357,0.62
1358,0.64
1359,0.68
1360,0.48
1361,0.74
1362,0.68
1363,0.78
1364,0.48
1365,0.4
1366,0.7
1367,0.66
1368,0.66
1369,0.48
1370,0.58
1371,0.38
1372,0.62
1373,0.58
1374,0.72
1375,0.74
1376,0.5
1377,0.68
1378,0.62
1379,0.48
1380,0.68
1381,0.36
1382,0.44
1383,0.62
1384,0.54
1385,0.5
1386,0.62
1387,0.8
1388,0.66
1389,0.5
1390,0.46
1391,0.46
1392,0.5
1393,0.7
1394,0.54
1395,0.58
1396,0.34
1397,0.6
1398,0.52
1399,0.72
1400,0.4
1401,0.54
1402,0.62
1403,0.52
1404,0.56
1405,0.66
1406,0.48
1407,0.76
1408,0.8
1409,0.72
1410,0.42
1411,0.72
1412,0.28
1413,0.58
1414,0.78
1415,0.66
1416,0.6
1417,0.64
1418,0.52
1419,0.6
1420,0.66
1421,0.56
1422,0.68
1423,0.66
1424,0.56
1425,0.5
1426,0.54
1427,0.6
1428,0.7
1429,0.54
1430,0.58
1431,0.58
1432,0.6
1433,0.66
1434,0.5
1435,0.6
1436,0.6
1437,0.68
1438,0.6
1439,0.64
1440,0.56
1441,0.66
1442,0.66
1443,0.6
1444,0.76
1445,0.58
1446,0.78
1447,0.66
1448,0.64
1449,0.7
1450,0.68
1451,0.62
1452,0.58
1453,0.4
1454,0.34
1455,0.62
1456,0.5
1457,0.5
1458,0.76
1459,0.48
1460,0.44
1461,0.6
1462,0.64
1463,0.62
1464,0.52
1465,0.46
1466,0.38
1467,0.66
1468,0.44
1469,0.6
1470,0.7
1471,0.76
1472,0.84
1473,0.76
1474,0.6
1475,0.78
1476,0.54
1477,0.56
1478,0.66
1479,0.66
1480,0.76
1481,0.84
1482,0.7
1483,0.52
1484,0.56
1485,0.68
1486,0.46
1487,0.82
1488,0.66
1489,0.52
1490,0.56
1491,0.64
1492,0.36
1493,0.72
1494,0.38
1495,0.58
1496,0.56
1497,0.72
1498,0.6
1499,0.72
1500,0.76
1501,0.48
1502,0.64
1503,0.44
1504,0.72
1505,0.66
1506,0.56
1507,0.54
1508,0.44
1509,0.62
1510,0.56
1511,0.7
1512,0.52
1513,0.64
1514,0.66
1515,0.64
1516,0.46
1517,0.82
1518,0.76
1519,0.4
1520,0.58
1521,0.38
1522,0.58
1523,0.54
1524,0.66
1525,0.52
1526,0.74
1527,0.4
1528,0.6
1529,0.54
1530,0.54
1531,0.58
1532,0.66
1533,0.64
1534,0.4
1535,0.46
1536,0.68
1537,0.64
1538,0.38
1539,0.42
1540,0.64
1541,0.56
1542,0.52
1543,0.76
1544,0.56
1545,0.6
1546,0.58
1547,0.66
1548,0.46
1549,0.64
1550,0.72
1551,0.34
1552,0.7
1553,0.56
1554,0.68
1555,0.58
1556,0.6
1557,0.46
1558,0.64
1559,0.76
1560,0.54
1561,0.74
1562,0.62
1563,0.46
1564,0.54
1565,0.58
1566,0.46
1567,0.48
1568,0.74
1569,0.7
1570,0.68
1571,0.52
1572,0.6
1573,0.52
1574,0.52
1575,0.48
1576,0.38
1577,0.68
1578,0.64
1579,0.44
1580,0.64
1581,0.74
1582,0.52
1583,0.56
1584,0.76
1585,0.4
1586,0.52
1587,0.5
1588,0.56
1589,0.68
1590,0.48
1591,0.56
1592,0.36
1593,0.5
1594,0.7
1595,0.66
1596,0.54
1597,0.5
1598,0.7
1599,0.7
1600,0.58
1601,0.64
1602,0.6
1603,0.68
1604,0.6
1605,0.44
1606,0.6
1607,0.62
1608,0.46
1609,0.78
1610,0.52
1611,0.62
1612,0.74
1613,0.78
1614,0.74
1615,0.78
1616,0.74
1617,0.7
1618,0.62
1619,0.52
1620,0.66
1621,0.72
1622,0.5
1623,0.38
1624,0.44
1625,0.48
1626,0.64
1627,0.76
1628,0.78
1629,0.56
1630,0.54
1631,0.52
1632,0.68
1633,0.52
1634,0.62
1635,0.54
1636,0.66
1637,0.6
1638,0.54
1639,0.8
1640,0.6
1641,0.6
1642,0.68
1643,0.6
1644,0.76
1645,0.76
1646,0.7
1647,0.58
1648,0.6
1649,0.8
1650,0.6
1651,0.5
1652,0.72
1653,0.6
1654,0.8
1655,0.8
1656,0.62
1657,0.42
1658,0.56
1659,0.42
1660,0.68
1661,0.58
1662,0.52
1663,0.62
1664,0.62
1665,0.5
1666,0.6
1667,0.58
1668,0.6
1669,0.56
1670,0.48
1671,0.4
1672,0.66
1673,0.48
1674,0.64
1675,0.56
1676,0.72
1677,0.64
1678,0.5
1679,0.7
1680,0.54
1681,0.42
1682,0.5
1683,0.7
1684,0.46
1685,0.54
1686,0.84
1687,0.74
1688,0.42
1689,0.52
1690,0.82
1691,0.78
1692,0.68
1693,0.82
1694,0.42
1695,0.52
1696,0.66
1697,0.62
1698,0.44
1699,0.64
1700,0.54
1701,0.66
1702,0.66
1703,0.44
1704,0.44
1705,0.58
1706,0.56
1707,0.62
1708,0.52
1709,0.72
1710,0.7
1711,0.68
1712,0.58
1713,0.72
1714,0.6
1715,0.56
1716,0.34
1717,0.6
1718,0.5
1719,0.7
1720,0.68
1721,0.7
1722,0.38
1723,0.52
1724,0.62
1725,0.62
1726,0.64
1727,0.62
1728,0.5
1729,0.38
1730,0.56
1731,0.52
1732,0.5
1733,0.72
1734,0.54
1735,0.72
1736,0.66
1737,0.7
1738,0.64
1739,0.56
1740,0.6
1741,0.58
1742,0.76
1743,0.64
1744,0.26
1745,0.64
1746,0.82
1747,0.64
1748,0.6
1749,0.68
1750,0.7
1751,0.42
1752,0.46
1753,0.56
1754,0.68
1755,0.46
1756,0.48
1757,0.62
1758,0.78
1759,0.66
1760,0.5
1761,0.42
1762,0.64
1763,0.46
1764,0.58
1765,0.58
1766,0.42
1767,0.72
1768,0.4
1769,0.66
1770,0.62
1771,0.82
1772,0.52
1773,0.6
1774,0.7
1775,0.6
1776,0.54
1777,0.64
1778,0.58
1779,0.5
1780,0.72
1781,0.54
1782,0.64
1783,0.68
1784,0.7
1785,0.54
1786,0.52
1787,0.42
1788,0.64
1789,0.52
1790,0.54
1791,0.52
1792,0.64
1793,0.48
1794,0.62
1795,0.62
1796,0.66
1797,0.6
1798,0.42
1799,0.66
1800,0.76
1801,0.48
1802,0.56
1803,0.58
1804,0.8
1805,0.52
1806,0.62
1807,0.82
1808,0.54
1809,0.58
1810,0.58
1811,0.68
1812,0.5
1813,0.56
1814,0.66
1815,0.52
1816,0.58
1817,0.66
1818,0.42
1819,0.34
1820,0.58
1821,0.6
1822,0.58
1823,0.56
1824,0.4
1825,0.54
1826,0.52
1827,0.5
1828,0.4
1829,0.56
1830,0.8
1831,0.6
1832,0.36
1833,0.52
1834,0.5
1835,0.76
1836,0.66
1837,0.7
1838,0.44
1839,0.78
1840,0.54
1841,0.56
1842,0.34
1843,0.82
1844,0.7
1845,0.6
1846,0.66
1847,0.62
1848,0.68
1849,0.5
1850,0.46
1851,0.66
1852,0.66
1853,0.42
1854,0.56
1855,0.8
1856,0.48
1857,0.54
1858,0.54
1859,0.6
1860,0.68
1861,0.34
1862,0.42
1863,0.72
1864,0.62
1865,0.34
1866,0.54
1867,0.78
1868,0.76
1869,0.32
1870,0.52
1871,0.68
1872,0.58
1873,0.62
1874,0.52
1875,0.46
1876,0.5
1877,0.64
1878,0.72
1879,0.72
1880,0.42
1881,0.52
1882,0.68
1883,0.42
1884,0.58
1885,0.56
1886,0.54
1887,0.26
1888,0.42
1889,0.76
1890,0.56
1891,0.72
1892,0.66
1893,0.56
1894,0.7
1895,0.56
1896,0.52
1897,0.5
1898,0.6
1899,0.66
1900,0.64
1901,0.36
1902,0.64
1903,0.42
1904,0.52
1905,0.58
1906,0.54
1907,0.48
1908,0.74
1909,0.38
1910,0.52
1911,0.72
1912,0.58
1913,0.6
1914,0.78
1915,0.4
1916,0.68
1917,0.64
1918,0.58
1919,0.74
1920,0.48
1921,0.5
1922,0.52
1923,0.46
1924,0.42
1925,0.54
1926,0.76
1927,0.5
1928,0.62
1929,0.78
1930,0.58
1931,0.56
1932,0.46
1933,0.48
1934,0.62
1935,0.62
1936,0.64
1937,0.54
1938,0.62
1939,0.46
1940,0.54
1941,0.5
1942,0.48
1943,0.84
1944,0.62
1945,0.8
1946,0.62
1947,0.56
1948,0.5
1949,0.42
1950,0.58
1951,0.52
1952,0.58
1953,0.7
1954,0.7
1955,0.6
1956,0.74
1957,0.32
1958,0.52
1959,0.6
1960,0.5
1961,0.46
1962,0.34
1963,0.7
1964,0.34
1965,0.7
1966,0.72
1967,0.48
1968,0.64
1969,0.52
1970,0.4
1971,0.54
1972,0.56
1973,0.84
1974,0.7
1975,0.5
1976,0.3
1977,0.58
1978,0.52
1979,0.82
1980,0.42
1981,0.56
1982,0.58
1983,0.6
1984,0.54
1985,0.58
1986,0.66
1987,0.88
1988,0.78
1989,0.36
1990,0.62
1991,0.74
1992,0.48
1993,0.74
1994,0.8
1995,0.56
1996,0.56
1997,0.5
1998,0.62
1999,0.68
2000,0.62
2001,0.5
2002,0.54
2003,0.66
2004,0.56
2005,0.5
2006,0.66
2007,0.54
2008,0.4
2009,0.74
2010,0.86
2011,0.64
2012,0.46
2013,0.56
2014,0.46
2015,0.46
2016,0.52
2017,0.56
2018,0.7
2019,0.56
2020,0.62
2021,0.7
2022,0.64
2023,0.54
2024,0.5
2025,0.64
2026,0.8
2027,0.72
2028,0.72
2029,0.7
2030,0.56
2031,0.56
2032,0.7
2033,0.48
2034,0.62
2035,0.52
2036,0.7
2037,0.4
2038,0.64
2039,0.4
2040,0.52
2041,0.52
2042,0.46
2043,0.7
2044,0.58
2045,0.32
2046,0.78
2047,0.42
2048,0.6
2049,0.74
2050,0.56
2051,0.44
2052,0.64
2053,0.52
2054,0.74
2055,0.44
2056,0.66
2057,0.42
2058,0.7
2059,0.44
2060,0.7
2061,0.42
2062,0.52
2063,0.52
2064,0.76
2065,0.38
2066,0.52
2067,0.6
2068,0.58
2069,0.76
2070,0.72
2071,0.74
2072,0.5
2073,0.56
2074,0.58
2075,0.64
2076,0.5
2077,0.64
2078,0.56
2079,0.3
2080,0.4
2081,0.56
2082,0.52
2083,0.54
2084,0.74
2085,0.52
2086,0.68
2087,0.54
2088,0.52
2089,0.56
2090,0.66
2091,0.5
2092,0.68
2093,0.7
2094,0.6
2095,0.84
2096,0.52
2097,0.68
2098,0.46
2099,0.68
2100,0.58
2101,0.6
2102,0.76
2103,0.66
2104,0.58
2105,0.66
2106,0.6
2107,0.58
2108,0.72
2109,0.58
2110,0.56
2111,0.68
2112,0.7
2113,0.54
2114,0.52
2115,0.7
2116,0.74
2117,0.74
2118,0.74
2119,0.34
2120,0.52
2121,0.86
2122,0.66
2123,0.7
2124,0.54
2125,0.58
2126,0.82
2127,0.52
2128,0.48
2129,0.54
2130,0.62
2131,0.5
2132,0.52
2133,0.52
2134,0.34
2135,0.6
2136,0.52
2137,0.72
2138,0.72
2139,0.44
2140,0.76
