id,home_team_abbr,away_team_abbr,date,is_night_game,home_team_win,home_pitcher,away_pitcher,home_team_rest,away_team_rest,home_pitcher_rest,away_pitcher_rest,season,home_batting_batting_avg_10RA,home_batting_onbase_perc_10RA,home_batting_onbase_plus_slugging_10RA,home_batting_leverage_index_avg_10RA,home_batting_RBI_10RA,away_batting_batting_avg_10RA,away_batting_onbase_perc_10RA,away_batting_onbase_plus_slugging_10RA,away_batting_leverage_index_avg_10RA,away_batting_RBI_10RA,home_pitching_earned_run_avg_10RA,home_pitching_SO_batters_faced_10RA,home_pitching_H_batters_faced_10RA,home_pitching_BB_batters_faced_10RA,away_pitching_earned_run_avg_10RA,away_pitching_SO_batters_faced_10RA,away_pitching_H_batters_faced_10RA,away_pitching_BB_batters_faced_10RA,home_pitcher_earned_run_avg_10RA,home_pitcher_SO_batters_faced_10RA,home_pitcher_H_batters_faced_10RA,home_pitcher_BB_batters_faced_10RA,away_pitcher_earned_run_avg_10RA,away_pitcher_SO_batters_faced_10RA,away_pitcher_H_batters_faced_10RA,away_pitcher_BB_batters_faced_10RA,home_team_season,away_team_season,home_team_errors_mean,home_team_errors_std,home_team_errors_skew,away_team_errors_mean,away_team_errors_std,away_team_errors_skew,home_team_spread_mean,home_team_spread_std,home_team_spread_skew,away_team_spread_mean,away_team_spread_std,away_team_spread_skew,home_team_wins_mean,home_team_wins_std,home_team_wins_skew,away_team_wins_mean,away_team_wins_std,away_team_wins_skew,home_batting_batting_avg_mean,home_batting_batting_avg_std,home_batting_batting_avg_skew,home_batting_onbase_perc_mean,home_batting_onbase_perc_std,home_batting_onbase_perc_skew,home_batting_onbase_plus_slugging_mean,home_batting_onbase_plus_slugging_std,home_batting_onbase_plus_slugging_skew,home_batting_leverage_index_avg_mean,home_batting_leverage_index_avg_std,home_batting_leverage_index_avg_skew,home_batting_wpa_bat_mean,home_batting_wpa_bat_std,home_batting_wpa_bat_skew,home_batting_RBI_mean,home_batting_RBI_std,home_batting_RBI_skew,away_batting_batting_avg_mean,away_batting_batting_avg_std,away_batting_batting_avg_skew,away_batting_onbase_perc_mean,away_batting_onbase_perc_std,away_batting_onbase_perc_skew,away_batting_onbase_plus_slugging_mean,away_batting_onbase_plus_slugging_std,away_batting_onbase_plus_slugging_skew,away_batting_leverage_index_avg_mean,away_batting_leverage_index_avg_std,away_batting_leverage_index_avg_skew,away_batting_wpa_bat_mean,away_batting_wpa_bat_std,away_batting_wpa_bat_skew,away_batting_RBI_mean,away_batting_RBI_std,away_batting_RBI_skew,home_pitching_earned_run_avg_mean,home_pitching_earned_run_avg_std,home_pitching_earned_run_avg_skew,home_pitching_SO_batters_faced_mean,home_pitching_SO_batters_faced_std,home_pitching_SO_batters_faced_skew,home_pitching_H_batters_faced_mean,home_pitching_H_batters_faced_std,home_pitching_H_batters_faced_skew,home_pitching_BB_batters_faced_mean,home_pitching_BB_batters_faced_std,home_pitching_BB_batters_faced_skew,home_pitching_leverage_index_avg_mean,home_pitching_leverage_index_avg_std,home_pitching_leverage_index_avg_skew,home_pitching_wpa_def_mean,home_pitching_wpa_def_std,home_pitching_wpa_def_skew,away_pitching_earned_run_avg_mean,away_pitching_earned_run_avg_std,away_pitching_earned_run_avg_skew,away_pitching_SO_batters_faced_mean,away_pitching_SO_batters_faced_std,away_pitching_SO_batters_faced_skew,away_pitching_H_batters_faced_mean,away_pitching_H_batters_faced_std,away_pitching_H_batters_faced_skew,away_pitching_BB_batters_faced_mean,away_pitching_BB_batters_faced_std,away_pitching_BB_batters_faced_skew,away_pitching_leverage_index_avg_mean,away_pitching_leverage_index_avg_std,away_pitching_leverage_index_avg_skew,away_pitching_wpa_def_mean,away_pitching_wpa_def_std,away_pitching_wpa_def_skew,home_pitcher_earned_run_avg_mean,home_pitcher_earned_run_avg_std,home_pitcher_earned_run_avg_skew,home_pitcher_SO_batters_faced_mean,home_pitcher_SO_batters_faced_std,home_pitcher_SO_batters_faced_skew,home_pitcher_H_batters_faced_mean,home_pitcher_H_batters_faced_std,home_pitcher_H_batters_faced_skew,home_pitcher_BB_batters_faced_mean,home_pitcher_BB_batters_faced_std,home_pitcher_BB_batters_faced_skew,home_pitcher_leverage_index_avg_mean,home_pitcher_leverage_index_avg_std,home_pitcher_leverage_index_avg_skew,home_pitcher_wpa_def_mean,home_pitcher_wpa_def_std,home_pitcher_wpa_def_skew,away_pitcher_earned_run_avg_mean,away_pitcher_earned_run_avg_std,away_pitcher_earned_run_avg_skew,away_pitcher_SO_batters_faced_mean,away_pitcher_SO_batters_faced_std,away_pitcher_SO_batters_faced_skew,away_pitcher_H_batters_faced_mean,away_pitcher_H_batters_faced_std,away_pitcher_H_batters_faced_skew,away_pitcher_BB_batters_faced_mean,away_pitcher_BB_batters_faced_std,away_pitcher_BB_batters_faced_skew,away_pitcher_leverage_index_avg_mean,away_pitcher_leverage_index_avg_std,away_pitcher_leverage_index_avg_skew,away_pitcher_wpa_def_mean,away_pitcher_wpa_def_std,away_pitcher_wpa_def_skew
147,XFB,GKO,2016/4/4,1,-1,rodriya01,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,ARI_2016,COL_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126,RAV,QPO,2016/4/4,-1,-1,overtco01,nealza01,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL_2016,SFG_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,DPS,RKN,2016/4/4,-1,1,faedoal01,norrida01,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX_2016,SEA_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,XFB,GKO,2016/4/5,1,-1,feddeer01,meisiry01,1,1,,,2016,2.266681013,1.509633747,0.929077565,0.860476638,0.592584311,3.911666989,3.704838846,5.191665535,-2.658468343,5.024392053,4.688051839,-2.186068674,3.828242546,0.157052917,0.604412049,2.268503042,2.604121338,-0.569669018,,,,,,,,,ARI_2016,COL_2016,,-4.94663563,,-3.517354098,-5.014323913,,-4.611661982,-6.174300636,,4.518126934,-6.204926518,,-4.381710582,-8.552904766,,4.324645264,-8.468543056,,3.684361167,,,2.399654063,,,1.529865312,,,1.438154074,,,-0.617308609,,,1.015374608,,,6.435795269,,,5.998067637,,,8.30582258,,,-4.877472859,,,6.133932126,,,8.17003612,,,7.668443706,,,-2.99874408,,,6.260218256,,,0.119708106,,,-4.874203165,,,-6.00022603,,,0.959425114,,,3.09611186,,,4.16328516,,,-0.977397171,,,1.454592937,,,0.579500246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,VJV,MOO,2016/4/5,1,-1,suarejo01,cobbal01,1,1,,,2016,-4.801208443,-5.775218348,-5.173014436,-2.798590977,-3.845154245,1.845684981,3.153399829,1.765767132,-2.658468343,4.138135934,3.861599434,1.309822738,1.217380826,4.183843591,-3.498265894,0.161955755,-4.38085835,-2.661298153,,,,,,,,,LAA_2016,CHC_2016,2.692677538,-4.94663563,,,-5.014323913,,-8.290877265,,,8.139795253,-6.204926518,,-4.381710582,-8.552904766,,4.324645264,-8.468543056,,-7.51603184,,,-9.14161362,,,-7.944926245,,,-4.926669196,,,-3.725895793,,,-6.038498219,,,3.116429836,,,5.116469885,,,2.922789341,,,-4.877472859,,,,,,,,,6.337488601,,,1.719435502,,,2.110672372,,,6.073519005,,,-4.874203165,,,-2.859532526,,,-5.356763284,,,0.214387934,,,-6.714397179,,,-4.01006594,,,-4.947103587,,,3.589410466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,JBM,KJP,2016/4/5,-1,-1,phillev01,oswalco01,2,2,,,2016,,0.72911388,-0.941295462,-1.62492778,-0.2949634,-1.081122865,,-1.636904842,4.146025082,-1.179400786,-1.097114994,0.124917235,,3.898384826,-0.724855605,-3.775851389,2.11566122,-1.163881841,,,,,,,,,KCR_2016,NYM_2016,-3.495306739,-4.94663563,,2.688560998,-5.014323913,,0.907160942,-6.174300636,,,-6.204926518,,4.364128398,-8.552904766,,-4.34797295,-8.468543056,,3.247272659,,,1.163089669,,,-1.374285357,,,-2.885122109,,,0.910862401,,,-0.395399958,,,-1.586004527,,,1.175209347,,,-2.423748756,,,7.557964533,,,-5.852763932,,,-1.819868129,,,-1.648242026,,,0.120244826,,,-2.120718598,,,5.651453979,,,7.526096465,,,5.70117635,,,-1.087019927,,,-5.172470996,,,3.402608073,,,-1.838950798,,,-2.89372923,,,-0.887514819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,RAV,QPO,2016/4/5,1,1,skogler01,felizmi01,1,1,,,2016,0.26698546,1.31450378,0.882318239,-0.175108536,-1.182511111,,3.996777149,5.435543049,-2.589736086,6.796904293,5.514504244,-4.550307737,4.090201916,1.44095719,,1.183204186,-0.009800375,2.928156731,,,,,,,,,MIL_2016,SFG_2016,2.692677538,-4.94663563,,-3.517354098,-5.014323913,,-8.290877265,-6.174300636,,8.139795253,-6.204926518,,-4.381710582,,,4.324645264,-8.468543056,,0.515469487,,,,,,1.457261545,,,-0.363211002,,,0.101062379,,,-1.806174523,,,7.431604898,,,6.464795859,,,8.689021556,,,-4.751862381,,,6.907705258,,,11.02429448,,,8.999398811,,,-6.189605339,,,6.676560652,,,2.018024625,,,-4.748947613,,,-6.768834567,,,-1.567050245,,,1.611439905,,,0.092634804,,,4.094126617,,,-0.357207966,,,-0.128713923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7491,FBW,RLJ,2016/4/5,1,-1,johnsji04,willibr02,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE_2016,BOS_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8329,KFH,SAJ,2016/4/5,1,1,adamsau02,kowarja01,1,1,,,2016,-0.956966129,-1.482359078,,1.792503295,-1.626284967,,-1.793332524,-0.533649424,,0.593111454,0.142563613,3.083283276,-1.073435992,-0.814745283,-1.036659129,-0.411099376,-0.627752071,-0.91324592,,,,,,,,,TBR_2016,TOR_2016,-0.4013146,-1.661743139,-2.921311019,5.791518546,-1.693654423,-2.938427055,-1.85225052,-6.174300636,,1.801875696,-6.204926518,,-4.381710582,-8.552904766,,4.324645264,-8.468543056,,-1.424110765,-5.640465355,,-2.340509449,-1.986309289,,-2.082172083,-4.775471268,,3.059382643,-1.141928102,,-4.072019996,-6.65562827,,-2.511561805,-4.568691851,,-1.91794107,-6.870824723,,-2.791980538,-7.013930241,,-0.690229578,-3.064624937,,-2.742094721,-7.79857423,,2.536565812,-6.473981866,,1.034390228,-5.916500707,,0.348190631,-4.549513276,,4.112961019,3.665574595,,-1.530213478,-7.070608384,,-1.317144014,-4.765285719,,-2.744858784,-7.872869447,,-2.495106065,-6.440517155,,-1.567050245,-5.786842155,,-0.569542573,-4.503175381,,-0.869699025,-6.956975462,,-1.475551896,0.864018754,,3.08521375,-1.178407299,,3.93719421,-6.628091552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9694,VQC,BPH,2016/4/5,1,1,dowdyky01,smithaj01,2,2,,,2016,2.714888638,3.851193349,2.098060706,,-0.2949634,-3.00937274,-0.739110875,-3.146622783,2.01532512,-2.951913026,-2.750019803,4.012238796,-3.253851999,2.686437083,0.194144254,-2.449285153,1.260856014,3.134257575,,,,,,,,,PIT_2016,STL_2016,2.692677538,-4.94663563,,-3.517354098,-5.014323913,,2.746768583,-6.174300636,,-2.725209702,-6.204926518,,4.364128398,-8.552904766,,-4.34797295,-8.468543056,,4.394629992,,,,,,3.34495948,,,-3.245395124,,,1.145965634,,,-0.395399958,,,-4.684078931,,,-1.106573071,,,-4.795932895,,,3.664039693,,,-5.608414522,,,-4.674126485,,,-4.310152235,,,5.366712481,,,-4.99563495,,,3.859528781,,,3.643174359,,,5.462642666,,,0.327806275,,,-3.357749016,,,2.071423172,,,4.392953776,,,-3.256089411,,,-1.115155088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,DPS,RKN,2016/4/5,1,-1,couloda01,rouppla01,1,1,,,2016,,-2.458008912,-5.161324604,2.103178847,-1.182511111,-3.80133251,-2.490740692,-1.718197347,1.946592864,-2.065656906,-1.923567399,2.744487733,-3.779879391,0.327351638,-2.579266035,1.842546789,-7.035782756,5.197690729,,,,,,,,,TEX_2016,SEA_2016,2.692677538,-4.94663563,,8.894476094,-5.014323913,,0.907160942,-6.174300636,,-0.914375543,-6.204926518,,4.364128398,-8.552904766,,-4.34797295,,,-11.12201203,,,-3.886214943,,,-7.926775304,,,3.599792165,,,0.166368832,,,,,,-5.956502347,,,-3.906942401,,,-2.551481748,,,3.538429214,,,-6.640112031,,,-3.246997307,,,-2.979197131,,,3.655710486,,,-5.831671106,,,0.371503262,,,3.517918807,,,6.469784887,,,-3.941937083,,,2.513410331,,,-10.84890087,,,7.384740981,,,3.628754021,,,-0.166653968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10750,GUT,GLO,2016/4/5,1,-1,hugheph01,briesbe01,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA_2016,DET_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,YHA,JEM,2016/4/5,1,-1,kochaja01,fittsri01,,1,,,2016,-3.904793195,-4.181656952,-4.331346574,-4.317449232,-3.845154245,5.564452596,5.099655182,4.309061201,-4.308042507,7.683160413,7.993861458,-0.628747149,4.877505655,-0.032013418,-3.498265894,2.088967762,-3.583040157,-1.163881841,,,,,,,,,SDP_2016,LAD_2016,8.880661814,-4.94663563,,-3.517354098,-5.014323913,,-13.80970019,-6.174300636,,13.57229773,-6.204926518,,-4.381710582,-8.552904766,,4.324645264,-8.468543056,,-6.09549419,,,-6.616961314,,,-6.638058444,,,-7.568671308,,,-3.020586096,,,-6.038498219,,,9.091287615,,,8.227991363,,,6.919007237,,,-7.892124348,,,3.663288092,,,12.45142365,,,,,,-0.896927474,,,7.92785365,,,-0.159835903,,,-7.880336408,,,-3.575133578,,,-5.356763284,,,2.85051039,,,-5.471957937,,,-1.838950798,,,-7.604411578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7408,UPV,HXK,2016/4/5,1,-1,dicker.01,effrosc01,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,NYY_2016,HOU_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,QDH,PJT,2016/4/5,,-1,jeffrje01,johnser04,1,1,,,2016,-1.043159903,-1.059577483,-1.899861639,5.486090416,-1.182511111,-1.081122865,-1.095924356,-1.578838768,-0.459036125,-2.065656906,-1.923567399,-1.68535506,-0.880234574,-2.963198099,-1.036659129,1.390775006,-0.828667825,0.083965086,,,,,,,,,OAK_2016,CHW_2016,8.880661814,-4.94663563,,2.688560998,-5.014323913,,-0.9324467,-6.174300636,,0.896458616,-6.204926518,,-4.381710582,-8.552904766,,4.324645264,-8.468543056,,-1.560700924,,,-1.670703736,,,-2.862662575,,,9.484251415,,,-6.912850721,,,-1.806174523,,,-1.586004527,,,-1.677018675,,,-2.332510905,,,-0.857937541,,,-0.409202076,,,-3.246997307,,,-2.979197131,,,-2.32296315,,,-1.223150816,,,-4.493738683,,,-0.866025507,,,0.40042782,,,-1.567050245,,,1.895393558,,,-1.182584366,,,-0.02968818,,,9.547303638,,,6.687847457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,DPS,RKN,2016/4/6,,-1,bivensp01,rodrich01,1,1,,,2016,-4.059941988,-0.864447516,-3.209122757,1.861542306,-1.626284967,-0.822875114,0.26645439,1.521889618,0.503215471,1.479367574,1.38224222,-0.479013942,-1.056504775,0.517924017,-2.218230376,1.675738746,-4.213507345,3.872676797,,,,,,,,,TEX_2016,SEA_2016,2.692677538,-4.94663563,,5.791518546,-1.693654423,-2.938427055,-3.231956251,0.383859138,0.00326703,3.160001315,0.383750405,0.00712294,-0.008791092,0.293131059,,-0.011663843,0.295556132,0.007896732,-6.341356476,4.531391633,,-1.361562637,-1.165758629,,-4.895568043,0.4177577,,3.179473648,-6.893092119,,-1.250781208,-4.342973178,,-2.511561805,-4.568691851,,-1.171083848,4.419394026,,0.50104636,3.764242135,,2.539590365,5.737910533,,0.900609161,-2.319059414,,-1.305149912,4.537989032,,2.461519406,5.220279913,,2.344623288,4.749898383,,-0.694842205,7.194482908,,-1.503304025,3.726958775,,0.653274031,-6.559377705,,0.887552219,,,1.275051327,4.49232933,,-3.386112504,-4.634682929,,2.285219523,-5.954795964,,-6.453782096,4.165971826,,5.463593344,-2.005275151,,3.206000477,-7.091815344,,1.205510985,-4.319147029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
